도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
수미네 반찬,김수미표 요만치 레시피북,20181030,요리,17000,9.3,264,1,6,37,1
오늘은 이만 좀 쉴게요(The cat edition),,20180726,시/에세이,13000,9.3,248,0,12,38,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,39,1
안녕하세요 내 이름은 인절미예요(양장본 HardCover),,20190114,시/에세이,15000,9.5,239,1,17,40,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,41,1
21세기를 위한 21가지 제언,더 나은 오늘은 어떻게 가능한가,20180903,인문,22000,8.9,560,1,16,42,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,43,1
우리가 함께 장마를 볼 수도 있겠습니다(문학과지성 시인선 519),박준 시집,20181213,시/에세이,9000,9.4,1,1,21,44,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,45,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,46,1
나의 영어 사춘기 100시간,영어 왕초보들의 기적의 영어 탈출기!,20181226,외국어,13500,9.5,276,1,15,47,1
우리가 보낸 가장 긴 밤,이석원 산문,20181112,시/에세이,13800,9.4,352,0,13,48,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,49,1
역사의 역사,History of Writing History,20180625,역사/문화,16000,9.2,340,1,6,50,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,51,1
ETS 토익기출 공식종합서 RC,출제기관 독점제공,20181106,외국어,19800,9.4,760,1,17,52,1
하버드 행동력 수업,세계 500대 기업이 채택한 행동 습관 교정술,20181220,자기계발,15000,8.8,292,1,10,53,1
"사랑하게 해줘서, 고마워",,20190103,시/에세이,14000,9.6,268,1,13,54,1
쾌락독서,개인주의자 문유석의 유쾌한 책 읽기,20181212,인문,13500,9.3,264,1,4,55,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,56,1
"곰돌이 푸, 서두르지 않아도 괜찮아",언제나 오늘이 처음인 우리에게,20180508,시/에세이,13800,9.3,216,0,19,57,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,58,1
공부머리 독서법,실현 가능하고 지속 가능한 독서교육의 모든 것,20180503,인문,16500,9.5,344,1,8,59,1
지성의 돈되는 부동산 1인법인,세금 대출 명의 문제 한 방에 해결하는 최고의 투자 전략!,20190113,경제/경영,19000,9.3,268,0,16,60,1
온라인 쇼핑의 종말,리테일 혁명이 만드는 새로운 미래,20190104,경제/경영,20000,8.7,456,1,10,61,1
ETS 토익기출 공식입문서 LC,출제기관 독점제공,20181122,외국어,14800,9.6,284,1,17,62,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,63,1
내 치즈는 어디에서 왔을까?(양장본 HardCover),아직도 망설이는 당신에게 스펜서 존슨이 보내는 마지막 조언,20181210,자기계발,13800,9.4,148,1,15,64,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,65,1
비커밍,,20181114,인문,22000,9.6,568,1,3,66,1
지혜롭게 나이 든다는 것,현명하고 우아한 인생 후반을 위한 8번의 지적 대화,20181231,인문,17000,9,472,1,13,67,1
좀비고등학교 코믹스. 10,,20181220,어린이(초등),9800,9.5,160,0,14,68,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,69,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,70,1
죽고 싶은 사람은 없다,,20160520,인문,13800,9.7,252,1,12,71,1
고양이. 1(양장본 HardCover),베르나르 베르베르 장편소설,20180612,소설,12800,8.8,240,1,6,72,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,73,1
호킹의 빅 퀘스천에 대한 간결한 대답,,20190107,과학,17000,9.6,300,1,20,74,1
나를 바꿀 자유,너만의 브랜드에 집중하라,20190107,자기계발,16800,8.8,314,1,8,75,1
세계미래보고서 2019,세계적인 미래연구기구 밀레니엄 프로젝트의 2019 대전망!,20181124,경제/경영,16500,9.1,376,1,12,76,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,77,1
파도가 바다의 일이라면,김연수 장편소설,20151003,소설,13000,9.4,288,1,12,78,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,79,1
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,80,1
초전 설득,절대 거절할 수 없는 설득 프레임,20181225,자기계발,18000,9.4,456,1,5,81,1
명탐정 코난. 95,,20181230,만화,4500,9.8,192,0,10,82,1
"한국, 한국인",푸른 눈의 영국 기자 마이클 브린이 바라본 한국의 모습,20181220,정치/사회,19500,8.2,528,1,7,83,1
ETS 토익기출 공식입문서 RC,출제기관 독점제공,20181122,외국어,14800,9.3,360,1,17,84,1
심미안 수업,어떻게 가치 있는 것을 알아보는가,20181220,인문,15800,9.3,288,1,6,85,1
참을 수 없는 존재의 가벼움(양장본 HardCover),,20180620,소설,15000,9.3,520,0,15,86,1
영어회화 10분의 기적: 패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20180629,외국어,12900,9.2,239,1,22,87,1
책쓰기가 이렇게 쉬울 줄이야,,20190104,인문,14000,9,288,1,15,88,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,89,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,90,1
참 소중한 너라서(있는 그대로),김지훈 에세이,20181205,시/에세이,15800,9.1,419,1,9,91,1
노마드 비즈니스맨,1인 기업가 부자의 성공 시크릿,20190125,자기계발,15000,8.7,273,1,9,92,1
반짝반짝 나의 서른,조금씩 채워져가는 ‘나’를 만날 시간,20150425,시/에세이,13800,9.1,280,1,10,93,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,94,1
1분 전달력(양장본 HardCover),심플하지만 헐렁하지 않은 찰지지만 질리지 않는,20181127,자기계발,16000,9,244,1,6,95,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,96,1
하마터면 회계를 모르고 일할 뻔했다!,재무제표와 돈의 흐름이 보이는,20181115,경제/경영,16800,9.5,375,1,20,97,1
자본가의 탄생,자본은 어떻게 종교와 정치를 압도했는가,20181224,역사/문화,18000,9,384,1,7,98,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,99,1
돈의 신에게 사랑 받는 3줄의 마법,"쓰기만 해도 월급과 인맥, 평생운이 극적으로 바뀐다!",20181215,자기계발,14000,9,256,1,19,100,1
착! 붙는 일본어 독학 첫걸음(CD1장포함),하루 한 시간 한 달 완성,20151015,외국어,14000,9.5,248,0,16,101,1
침묵의 봄,,20111230,기술/공학,18000,9.5,398,1,5,102,1
비됴클래스 하줜의 유튜브 동영상 편집 with 프리미어 프로,초보자도 쉽게! 유튜버를 위한 프리미어 프로 필수 기능과 활용법 25가지,20181130,컴퓨터/IT,19800,8.6,316,1,33,103,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,104,1
뿌리가 튼튼한 사람이 되고 싶어,나를 지키는 일상의 좋은 루틴 모음집,20181224,시/에세이,13000,9.5,240,1,17,105,1
6개월에 천만 원 모으기,EBS 특별기획<호모이코노미쿠스>,20181217,경제/경영,16000,9.2,282,1,13,106,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,107,1
왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),,20130115,소설,12000,9.1,278,1,13,108,1
나의 영어 사춘기(리커버)(개정판),,20171222,외국어,13500,8.2,256,1,9,109,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,110,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,111,1
네이티브 영어표현력 사전,진짜 영어로 가는 17가지 핵심 법칙,20181025,외국어,25000,9.6,624,1,13,112,1
네모아저씨의 페이퍼 블레이드(네모아저씨의 종이접기 놀이터 1),색종이 3장이면 멋진 팽이가 내 것!,20181214,어린이(초등),11500,9.8,128,0,15,113,1
올리버쌤의 영어 꿀팁,120만 명이 정주행한 유튜브 최강의 영어 강의,20181207,외국어,14800,9.6,380,1,11,114,1
미등록자(블랙 앤 화이트 77),,20181022,소설,13800,9.6,450,1,4,115,1
원더풀 사이언스,아름다운 기초과학산책,20100115,과학,22000,9.6,455,0,8,116,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,117,1
세상에서 가장 짧은 세계사,"2,000년 유럽의 모든 역사를 이해하기 위한 최소한의 지식",20171107,역사/문화,16000,8.9,296,1,14,118,1
작별,2018년 제12회 김유정문학상 수상작품집,20181019,소설,12000,9.4,224,0,2,119,1
그들의 첫 번째와 두 번째 고양이(제43회 이상문학상 작품집 2019년),,20190116,소설,15000,8.9,368,0,18,120,1
생각이 돈이 되는 순간,전 세계가 열광한 빅히트 아이디어의 비밀,20181220,경제/경영,16000,9,356,1,12,121,1
지금 하지 않으면 언제 하겠는가,세계 최고 멘토들의 인생 수업,20180423,자기계발,15000,8.6,334,1,17,122,1
"앞으로 10년, 대한민국 부동산(2019-2029)",,20190210,경제/경영,16000,9.3,273,1,17,123,1
2019 트렌드 노트,생활 변화 관찰기,20181027,경제/경영,15000,8.9,284,1,11,124,1
설민석의 한국사 대모험. 8,"위기극복 편: 온달, 두 마리 토끼를 잡아라!",20181024,어린이(초등),10500,9.6,204,1,15,125,1
관계를 읽는 시간,나의 관계를 재구성하는 바운더리 심리학,20181025,인문,16000,9.4,320,1,9,126,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,127,1
리밸런싱(양장본 HardCover),2019년 이후의 경제 충격 현황에 관하여,20181203,경제/경영,18500,9.3,280,1,4,128,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,129,1
Go Go 카카오프렌즈. 2: 영국,세계 역사 문화 체험 학습만화,20180425,어린이(초등),12000,8.8,176,0,19,130,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,131,1
굿 라이프(양장본 HardCover),내 삶을 바꾸는 심리학의 지혜,20180620,자기계발,17000,8.6,284,1,5,132,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,133,1
경제 트렌드 2019,팟캐스트 '신과 함께'와 함께한 경제 전망 프로젝트,20181205,경제/경영,16000,9.5,372,1,11,134,1
떨림과 울림,물리학자 김상욱이 바라본 우주와 세계 그리고 우리,20181107,과학,15000,9.3,272,1,6,135,1
10년 동안 적금밖에 모르던 39세 김 과장은 어떻게 1년 만에 부동산 천재가 됐을까?,5년 만에 자산을 100배로 불린 투자고수 렘군의 단기속성 부동산 스쿨,20180915,경제/경영,16800,9.4,344,1,48,136,1
우리 몸이 세계라면(양장본 HardCover),분투하고 경합하며 전복되는 우리 몸을 둘러싼 지식의 사회사,20181207,인문,20000,9.7,348,1,10,137,1
검사내전,"생활형 검사의 사람 공부, 세상 공부",20180119,정치/사회,15000,8.5,384,1,4,138,1
슬픔을 공부하는 슬픔,신형철 산문,20180922,시/에세이,16000,9.5,428,1,11,139,1
참 애썼다 그것으로 되었다(10만부 판매 기념 한정판 에디션),,20191115,시/에세이,14000,9.5,396,0,14,140,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,141,1
하고 싶은 대로 살아도 괜찮아(교보문고 단독 양장 에디션),늘 남에게 애쓰기만 하느라 나를 잃어버린 당신에게,20191104,시/에세이,13000,8.4,204,1,16,142,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,143,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),스피킹 초보를 위한 필수 학습서,20200106,외국어,19800,9.4,552,0,9,144,1
해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition)(개정판 3판),온라인 신토익 실전모의고사 제공 | 4주 만에 토익 750점 공략!,20191220,외국어,14900,9.6,504,0,12,145,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,146,1
내일은 실험왕. 45: 독과 해독,본격 대결 과학실험 만화,20181220,어린이(초등),12800,9.7,180,0,18,147,1
용의자 X의 헌신(양장본 HardCover),,20170830,소설,16800,9.6,448,0,9,148,1
식사가 잘못됐습니다,의사가 가르쳐주는 최강의 식사 교과서,20180919,건강,14500,9.3,300,1,10,149,1
다시 쓰는 주식 투자 교과서(채권쟁이 서준식의),처음 시작할 때 알았어야 할 채권과 금리 활용법,20181201,경제/경영,15800,9.6,300,1,15,150,1
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),IH/AL 등급을 위한 필수 학습서,20191202,외국어,15900,9,321,0,23,151,1
마법천자문. 43: 약속해라! 맺을 약,,20181010,어린이(초등),9800,9.7,159,0,21,152,1
그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version)(해커스)(개정,기초영어 문법 한 달 완성,20190531,외국어,12900,9.1,210,0,29,153,1
왕초보 영어회화 10분의 기적: 기초패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20181005,외국어,11900,9.6,237,1,28,154,1
열혈강호. 77,,20181230,만화,4500,9.7,192,0,8,155,1
2019 이코노미스트 세계경제대전망,,20181210,경제/경영,20000,9.3,470,0,19,156,1
연금술사,파울로 코엘료 장편소설,20181205,소설,9500,9.5,278,1,4,157,1
인생 우화(양장본 HardCover),천사의 실수로 세상의 바보들이 한 마을에 모여 살게 되었다,20180730,소설,16000,9,356,1,5,158,1
너는 기억 못하겠지만,후지마루 장편소설,20190116,소설,14000,9.2,368,1,11,159,1
나의 히어로 아카데미아. 20: 문화제 개최!,,20181230,만화,5000,9.9,200,0,25,160,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,161,1
퇴근길 인문학 수업: 멈춤,바쁜 걸음을 멈추고 나를 둘러싼 세계와 마주하기,20180915,인문,17000,9.3,512,1,14,162,1
우리가 행복해질 시간은 지금이야,보통 사람의 보통 하루 그리고 조금 특별한 편지,20181226,시/에세이,13000,9.7,264,1,17,163,1
옥상에서 만나요,정세랑 소설집,20181130,소설,13000,9.4,280,0,8,164,1
언스크립티드,부의 추월차선 완결판,20180117,경제/경영,19800,8.8,496,1,6,165,1
유시민의 글쓰기 특강,,20150410,인문,15000,9.5,292,1,11,166,1
세상에서 가장 재미있는 63가지 심리실험: 뇌과학편,마음을 읽는 효과적인 방법,20181225,인문,17500,9.4,404,1,28,167,1
점박이 한반도의 공룡. 2: 새로운 낙원 필름북,극장판 애니메이션북,20181215,어린이(초등),9500,9.5,204,0,26,168,1
직장인을 위한 실무 엑셀(개정판),실전! 비즈니스 엑셀 완전 정복,20190304,컴퓨터/IT,21000,9.3,492,1,13,169,1
"멈추면, 비로소 보이는 것들(개정판)",혜민 스님과 함께하는 내 마음 다시보기,20170315,시/에세이,14800,9.4,320,0,15,170,1
해커스 토익스피킹(토스) Level. 7 8(2주 만에 끝내는)(개정판 3판),토스 정기 시험과 동일한 출제유형 반영,20190731,외국어,19800,9.7,472,0,9,171,1
어디서 살 것인가,우리가 살고 싶은 곳의 기준을 바꾸다,20180530,인문,16000,8.9,380,1,9,172,1
"미안하지만, 오늘은 내 인생이 먼저예요",,20181110,시/에세이,13800,9.4,300,1,21,173,1
한때 소중했던 것들(볕뉘 에디션),이기주 산문집,20180709,시/에세이,14000,9.1,244,1,10,174,1
사랑한다면 거리를 두는 게 좋아,홀로 자유롭게 살아가는 고양이의 행복 수업,20190125,자기계발,13800,9.5,206,1,17,175,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,176,1
뼈 있는 아무 말 대잔치,이왕이면 뼈 있는 아무 말을 나눠야 한다,20180913,시/에세이,15800,9.2,372,1,13,177,1
신비아파트 고스트볼X의 탄생. 4,,20181213,어린이(초등),10000,9.7,188,0,18,178,1
세상에서 제일 재밌는 종이접기(세상에서 제일 시리즈),색종이 한 장이면 장난감 뚝딱!,20180824,가정/육아,14000,9.7,252,0,16,179,1
밤하늘 아래,,20131220,만화,10000,9.1,168,0,6,180,1
지금까지 산 것처럼 앞으로도 살 건가요?(양장본 HardCover),내 인생의 판을 바꿀 질문,20190124,자기계발,16000,9.1,269,0,22,181,1
된다! 김메주의 유튜브 영상 만들기,예능 자막부터 비밀스러운 광고 수익까지!,20180226,컴퓨터/IT,16000,9,368,0,19,182,1
스물아홉 생일 1년 후 죽기로 결심했다,제1회 일본감동대상 대상 수상작,20120720,시/에세이,12800,9.2,235,0,21,183,1
해커스 뉴텝스(New TEPS) 기출 보카,주제별 연상 암기로 뉴텝스 단어 30일 완성!,20181017,외국어,14900,9.5,568,0,7,184,1
라이프 리스트,,20150630,소설,14800,9.6,455,1,7,185,1
설민석의 통일 대모험(하): 통일 편(양장본 HardCover),"설쌤, 통일 한반도가 궁금해요!",20181210,어린이(초등),13000,9.7,160,1,11,186,1
용기를 잃지 말고 힘내요,김지훈 에세이,20181001,시/에세이,14800,9.6,234,1,13,187,1
최진기의 경제상식 오늘부터 1일,경제공부 대중화의 선두주자 최진기의 온국민 교양경제상식 500개,20180815,경제/경영,16500,9.4,392,1,17,188,1
Do it! 점프 투 파이썬,,20160303,컴퓨터/IT,18800,9.5,352,0,15,189,1
난생 처음 한번 공부하는 미술 이야기. 5: 이탈리아 르네상스 문명과 미술(난처한 시리즈),갈등하는 인간이 세계를 바꾸다,20181221,인문,20000,9.6,468,0,41,190,1
신경 끄기의 기술,인생에서 가장 중요한 것만 남기는 힘,20171027,자기계발,15000,8.7,236,1,9,191,1
전생했더니 슬라임이었던 건에 대하여. 13(S노벨 플러스(S Novel +)),,20181228,소설,10000,9.7,592,1,23,192,1
온라인 마케팅의 함정(대한민국 리더들이 모르는),현직 광고대행사 대표가 밝히는 진짜 돈이 되는 온라인 마케팅 실전 팁,20190130,경제/경영,15000,8.2,292,1,11,193,1
해커스 토익 중급 리스닝(Hackers TOEIC Listening)(신토익 Edition)(개정판 3판),온라인 신토익 실전모의고사 제공 | 단어암기장 수록,20191225,외국어,14900,9.6,394,0,13,194,1
시로(양장본 HardCover),어설픈 위로받기,20181217,시/에세이,13000,9.3,268,0,2,195,1
환자 혁명,약과 병원에 의존하던 건강 주권을 회복하라,20171111,건강,15000,9.2,344,1,5,196,1
원피스. 90: 성지 마리조아,,20181031,만화,5000,9.6,212,0,16,197,1
도쿄의 디테일,고객의 감각을 깨우는 아주 작은 차이에 대하여,20181130,경제/경영,15800,9.1,344,0,7,198,1
하이큐!!. 33,괴물들의 향연,20181231,만화,5000,9.8,192,0,9,199,1
말투 하나 바꿨을 뿐인데,"일,사랑,관계가 술술 풀리는 40가지 심리 기술",20170317,자기계발,13000,8.2,216,1,13,200,1
고요할수록 밝아지는 것들,혜민 스님과 함께 지혜와 평온으로 가는 길,20181206,시/에세이,15000,9.5,272,1,13,1,1
철학은 어떻게 삶의 무기가 되는가,불확실한 삶을 돌파하는 50가지 생각 도구,20190121,인문,16000,9,336,1,18,2,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,3,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,4,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,5,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,6,1
아가씨와 밤,기욤 뮈소 장편소설,20181126,소설,14500,9.4,404,1,6,7,1
트렌드 코리아 2019,서울대 소비트렌드 분석센터의 2019 전망,20181026,경제/경영,17000,9.2,456,1,12,8,1
마력의 태동,히가시노 게이고 장편소설,20190130,소설,14000,9.4,362,1,6,9,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,10,1
다산의 마지막 공부,마음을 지켜낸다는 것,20181211,자기계발,15000,9.5,304,1,10,11,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,12,1
"곰돌이 푸, 행복한 일은 매일 있어",아직 행복을 기다리는 우리에게,20180312,시/에세이,12000,9.1,160,1,19,13,1
마법천자문. 44: 죄를 씻어 내라! 목욕할 욕,손오공의 한자 대탐험,20190128,어린이(초등),9800,9.7,164,0,26,14,1
공부머리 독서법,실현 가능하고 지속 가능한 독서교육의 모든 것,20180503,인문,16500,9.5,344,1,8,15,1
하마터면 열심히 살 뻔했다,야매 득도 에세이,20180423,시/에세이,15000,8.9,288,1,14,16,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,17,1
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),주제별 연상암기로 토익 영단어 30일 완성!,20200305,외국어,12900,9.6,566,0,23,18,1
우린 너무 몰랐다,"해방, 제주4·3과 여순민중항쟁",20190128,역사/문화,18000,9.2,400,0,9,19,1
탄핵 인사이드 아웃,탄핵심판ㆍ형사재판 변호사의 1년간의 기록,20190128,정치/사회,18000,8.9,348,1,10,20,1
104층 나무 집(456 book 클럽)(양장본 HardCover),,20190110,어린이(초등),12000,9.7,364,0,9,21,1
나는 습관을 조금 바꾸기로 했다,"죽어야 고치는 습관, 살아서 바꾸자!",20190211,자기계발,15000,9.2,311,1,17,22,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,23,1
백년을 살아보니,,20160801,인문,15000,9.3,300,1,8,24,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,25,1
오늘은 이만 좀 쉴게요(The cat edition),,20180726,시/에세이,13000,9.3,248,0,12,26,1
"걷는 사람, 하정우",,20181123,시/에세이,15500,9.5,296,1,10,27,1
설민석의 한국사 대모험. 9,"독립운동 편: 설쌤, 공갈이를 구해주세요!",20190222,어린이(초등),10500,9.8,184,1,15,28,1
심리학이 이렇게 쓸모 있을 줄이야,,20190325,자기계발,13000,9.2,280,1,18,29,1
원피스. 91: 사무라이 나라의 모험,,20190228,만화,5000,9.6,216,0,20,30,1
"앞으로 10년, 대한민국 부동산(2019-2029)",,20190210,경제/경영,16000,9.3,273,1,17,31,1
Go Go 카카오프렌즈. 6: 이탈리아,세계 역사 문화 체험 학습만화,20190129,어린이(초등),12000,9.8,176,0,21,32,1
죽고 싶지만 떡볶이는 먹고 싶어,백세희 에세이,20180620,시/에세이,13800,8.6,208,1,17,33,1
골든아워. 1,"생과 사의 경계, 중증외상센터의 기록 2002~2013",20181002,시/에세이,15800,9.8,438,1,7,34,1
개인주의자 선언,판사 문유석의 일상유감,20150923,인문,13500,9.1,280,1,8,35,1
아침에는 죽음을 생각하는 것이 좋다,,20181130,인문,15000,9.1,344,1,19,36,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,37,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,38,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,39,1
수미네 반찬,김수미표 요만치 레시피북,20181030,요리,17000,9.3,264,1,6,40,1
추리 천재 엉덩이 탐정. 7: 기이한 전망 여관 사건,,20181220,어린이(초등),12000,9.7,88,0,29,41,1
에어프라이어 만능 레시피북,혁명의 조리도구 에어프라이어200% 활용법,20190201,요리,12000,9.2,182,0,14,42,1
댄 애리얼리 부의 감각,,20180725,경제/경영,18000,8.8,444,1,12,43,1
너는 기억 못하겠지만,후지마루 장편소설,20190116,소설,14000,9.2,368,1,11,44,1
참 소중한 너라서(있는 그대로),김지훈 에세이,20181205,시/에세이,15800,9.1,419,1,9,45,1
지금도 사야 할 아파트는 있다,빠숑의 부동산 프리미엄 투자법,20190130,경제/경영,18000,6.5,300,0,16,46,1
초격차(양장본 HardCover),넘볼 수 없는 차이를 만드는 격,20180910,경제/경영,18000,9.4,336,1,3,47,1
모든 순간이 너였다(리커버 솜사탕 에디션),"반짝반짝 빛나던 우리의 밤을, 꿈을, 사랑을 이야기하다",20180216,시/에세이,13800,8.7,272,1,10,48,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,49,1
Who? K-pop BTS(양장본 HardCover),,20181224,어린이(초등),12800,9.5,180,0,14,50,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,51,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,52,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,53,1
하버드 행동력 수업,세계 500대 기업이 채택한 행동 습관 교정술,20181220,자기계발,15000,8.8,292,1,10,54,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,55,1
그들의 첫 번째와 두 번째 고양이(제43회 이상문학상 작품집 2019년),,20190116,소설,15000,8.9,368,0,18,56,1
나도 아직 나를 모른다,뇌과학과 임상심리학이 부서진 마음에게 전하는 말,20181025,인문,14800,9.3,223,0,12,57,1
해커스 토익 RC 리딩(Hackers TOEIC Reading)(개정판),본 교재 무료 동영상강의 제공 | 단어암기장(별책) & 단어암기 MP3 제공,20181224,외국어,18800,9.4,804,0,12,58,1
내 어머니 이야기. 1,김은성 만화,20190111,만화,15500,9.6,222,1,12,59,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,60,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,61,1
6개월에 천만 원 모으기,EBS 특별기획<호모이코노미쿠스>,20181217,경제/경영,16000,9.2,282,1,13,62,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,63,1
노마드 비즈니스맨,1인 기업가 부자의 성공 시크릿,20190125,자기계발,15000,8.7,273,1,9,64,1
라플라스의 마녀,히가시노 게이고 장편소설,20160111,소설,14800,9.4,524,1,8,65,1
야나두 영어회화,"느낌동사만 알면 야, 너두 할 수 있어!",20190121,외국어,13800,9.1,215,1,8,66,1
21세기를 위한 21가지 제언,더 나은 오늘은 어떻게 가능한가,20180903,인문,22000,8.9,560,1,16,67,1
