도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
백년운동,척추 관절 아프지 않게 100세까지 운동하는 방법,20191031,건강,19500,9.8,484,0,4,129,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,130,1
이상한 과자 가게 전천당. 1(양장본 HardCover),,20190705,어린이(초등),12000,9.6,148,0,16,131,1
플랫다이어리 세트+스페셜북(전3권),,20200504,만화,28000,9.6,548,0,14,132,1
내가 만난 1%의 사람들,,20200227,자기계발,16800,9.4,416,0,13,133,1
스스로 행복하라,법정 스님 열반 10주기 특별판,20200106,시/에세이,12000,9.3,216,1,8,134,1
밍꼬발랄 코믹스. 3,,20200420,어린이(초등),12000,9.9,160,0,11,135,1
사서함 110호의 우편물,이도우 장편소설,20160318,소설,13000,9.6,480,1,13,136,1
숫자가 만만해지는 책,한 번 배우고 평생 써먹는 숫자 감각 기르기,20200420,과학,15000,8.9,264,1,11,137,1
정의란 무엇인가(마이클 샌델),"한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러",20141120,인문,15000,9.4,443,0,8,138,1
심리학을 만나 행복해졌다,복잡한 세상과 사람의 마음을 꿰뚫어 보는 심리법칙 75,20200310,자기계발,15800,9.6,336,1,13,139,1
원피스. 95,오뎅의 모험,20200331,만화,5000,9.2,200,0,7,140,1
42가지 마음의 색깔(양장본 HardCover),감정을 표현하는 법을 배워요,20191223,유아(0~7세),14000,9.5,92,1,11,141,1
우리가 인생이라 부르는 것들,자기 삶의 언어를 찾는 열네 번의 시 강의,20200225,인문,16000,9.7,356,1,15,142,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,143,1
넛지(양장본 HardCover),,20181123,경제/경영,18000,9.3,428,1,2,144,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,145,1
일의 기쁨과 슬픔,장류진 소설집,20191025,소설,14000,9.2,236,0,9,146,1
해외 ETF 백과사전(뷔페처럼 골라서 투자하는),"이 책 한 권이면 끝, '글로벌 ETF 투자 실전 가이드북!'",20200504,경제/경영,21000,9.5,384,1,11,147,1
미라클모닝,당신의 하루를 바꾸는 기적 아침 6분이면 충분하다,20160222,자기계발,12000,9.4,240,1,5,148,1
이수정 이다혜의 범죄 영화 프로파일,,20200331,정치/사회,18000,9.5,412,1,19,149,1
부의 본능,슈퍼리치가 되는 9가지 방법,20180814,경제/경영,13800,9.4,248,1,5,150,1
엄마도 엄마를 사랑했으면 좋겠어,"누군가의 딸, 아내, 엄마이기 이전에 나 자신이었던 당신에게",20200407,시/에세이,13800,9.7,264,1,17,151,1
귀멸의 칼날. 17,계승하는 자들,20200425,만화,5000,9.4,192,0,10,152,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,153,1
페스트(초판본)(1947년 오리지널 초판본 표지디자인)(양장본 HardCover),,20200320,소설,13800,9.1,432,1,3,154,1
모든 사람에게 좋은 사람일 필요는 없어,,20190927,시/에세이,13800,8.8,286,0,21,155,1
긴넥타이 긴치마,,20200425,만화,12000,8.6,312,0,8,156,1
부의 인문학,슈퍼리치의 서재에서 찾아낸 부자의 길,20191004,경제/경영,15000,8.7,294,1,6,157,1
사랑 밖의 모든 말들,김금희 산문,20200423,시/에세이,13500,9.3,236,1,11,158,1
나를 사랑하는 연습,,20200102,자기계발,14000,9.4,266,1,10,159,1
승리하는 습관: 승률을 높이는 15가지 도구들,경기장 밖에서도 통하는 NBA 슈퍼스타들의 성공 원칙,20200406,자기계발,17000,9.5,444,1,25,160,1
하쿠바산장 살인사건(양장본 HardCover),,20200427,소설,15800,9.4,376,1,10,161,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,162,1
트라우마 사전,작가를 위한 캐릭터 창조 가이드,20200420,인문,22000,9.2,508,1,7,163,1
시하와 칸타의 장: 마트 이야기(현대문학 핀 시리즈 소설선 25)(양장본 HardCover),이영도 소설,20200425,소설,13000,8.6,240,1,17,164,1
마음의 결,결을 따라 풀어낸 당신의 마음 이야기,20190508,시/에세이,13800,9.3,264,0,5,165,1
하루 한마디 인문학 질문의 기적,,20200406,가정/육아,16000,9.3,360,1,17,166,1
체리새우: 비밀글입니다(문학동네청소년 42),제9회 문학동네청소년문학상 대상 수상작,20190128,소설,11500,9.7,200,1,12,167,1
해커스 토익 스타트 리딩(Reading) RC(2020)(개정판 4판),초보를 위한 토익 입문서,20200220,외국어,14900,9.5,580,0,13,168,1
포스트 코로나,우리는 무엇을 준비할 것인가,20200515,경제/경영,18000,9.1,360,1,7,169,1
우리의 불행은 당연하지 않습니다,대한민국의 불편한 진실을 직시하다,20200306,정치/사회,16500,9.4,260,1,17,170,1
동물농장(세계문학전집 5),,20090107,소설,7000,9.6,160,0,4,171,1
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),주식투자에서 상식으로 성공하는 법,20170417,경제/경영,23000,9.7,488,1,6,172,1
대한민국 부동산 지난 10년 앞으로 10년,집 사기 전에 꼭 읽어야 할 부동산 정책 사용설명서,20200313,경제/경영,17500,9.7,284,1,23,173,1
루팡의 딸,,20190925,소설,15000,9.3,310,1,5,174,1
포스트 서울 쿡 북(POST SEOUL cook book),,20200420,요리,19000,7.5,294,0,10,175,1
117층 나무 집(456 book 클럽)(양장본 HardCover),13층씩 커지는 상상! 유머! 모험! 책장이 술술 넘어가는 재미!,20200110,어린이(초등),12000,9.3,384,0,9,176,1
이상한 수학책(양장본 HardCover),그림으로 이해하는 일상 속 수학 개념들,20200320,과학,24000,9.3,512,1,7,177,1
백년 허리,허리 보증 기간을 100년으로 늘리는 방법,20151231,건강,17500,9.5,340,1,5,178,1
만복이네 떡집(난 책읽기가 좋아 3단계 54),,20100528,어린이(초등),8500,9.7,52,0,7,179,1
너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선 에세이,20191016,시/에세이,13500,9.2,244,1,17,180,1
질병이 바꾼 세계의 역사,인류를 위협한 전염병과 최고 권력자들의 질병에 대한 기록,20200319,역사/문화,17000,9.2,376,1,13,181,1
소원 떡집(만복이네 떡집 3)(난 책읽기가 좋아 시리즈)(양장본 HardCover),만복이네 떡집 3,20200429,어린이(초등),9500,9.7,84,0,5,182,1
오래된 비밀,대한민국 상위 1%의 멘토가 말하는 운의 원리,20130228,자기계발,14500,9.7,336,1,6,183,1
집밥이 편해지는 명랑쌤 비법 밑반찬,한 번에 넉넉히 만들어 일주일 편하게 먹기,20200416,요리,13800,8.8,160,0,19,184,1
제주에서 혼자 살고 술은 약해요(문학동네시인선 135),이원하 시집,20200410,시/에세이,10000,9.7,160,1,17,185,1
지금 이대로 좋다(2020 여름 리커버 에디션),자유롭고 행복하고 싶은 이들에게 전하는 법륜스님의 희망편지,20191030,시/에세이,14800,9.5,272,1,9,186,1
혼돈의 시대 리더의 탄생,,20200226,정치/사회,26800,9.1,712,1,13,187,1
모순(양장본 HardCover),양귀자 장편소설,20130401,소설,13000,9.7,308,0,2,188,1
"그리스 로마 신화. 16: 페르세우스, 영웅 신화의 시작(만화로 읽는 초등 인문학)(양장본 HardCover)",,20200414,어린이(초등),12000,9.7,220,1,31,189,1
열두 살에 부자가 된 키라(꿈을 이루게 도와주는 자기경영 동화 1)(양장본 HardCover),,20141023,어린이(초등),13000,9.7,245,0,14,190,1
신의 탑. 3,,20200526,만화,13000,9.4,280,0,7,191,1
"50 이후, 인생을 결정하는 열 가지 힘",하버드 심리학 거장의 마지막 강의,20200422,자기계발,14800,9,200,1,22,192,1
피프티 피플,정세랑 장편소설,20161121,소설,14000,9.7,396,0,6,193,1
부동산과 세금(2020),알기 쉬운 부동산 세법,20200401,경제/경영,2000,8.4,104,0,7,194,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,195,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,196,1
일 잘하는 사람은 단순하게 말합니다,,20200518,자기계발,16500,9.3,424,1,19,197,1
나는 된다 잘된다,꿈을 현실로 만드는 자기 확신의 힘,20200406,자기계발,15500,9.8,284,1,9,198,1
당신의 삶에 명상이 필요할 때,"오직 ‘나’다운 답들이 쌓여 있는 곳, 그 유일한 공간을 찾아서",20200305,자기계발,16500,9.4,363,1,16,199,1
결정적 한마디가 삶의 철학이 된다,세계사에 담긴 스토리텔링,20200425,역사/문화,19800,9.6,496,0,18,200,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,1,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,2,1
국가란 무엇인가(개정신판),,20170123,인문,15000,9.4,334,1,8,3,1
1시간에 1권 퀀텀 독서법,하루에 30분 3주면 된다!,20170331,자기계발,15000,8.4,280,1,14,4,1
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,0,15,5,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,6,1
제4차 산업혁명(클라우스 슈밥의),,20160420,경제/경영,15000,8.8,300,1,8,7,1
기린의 날개,,20170206,소설,16800,9.3,420,0,6,8,1
하늘과 바람과 별과 시(미니북)(초판본)(1955년 정음사 오리지널 표지디자인),,20170317,시/에세이,5500,9.6,192,0,12,9,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,10,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,11,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,12,1
새는 날아가면서 뒤돌아보지 않는다,,20170225,시/에세이,14000,9.5,280,1,18,13,1
센서티브(양장본 HardCover),남들보다 민감한 사람을 위한 섬세한 심리학,20170209,인문,14000,9.1,244,1,4,14,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,15,1
할머니는 죽지 않는다,공지영 소설,20170403,소설,12000,9.3,243,1,11,16,1
원피스. 84: 루피 VS. 상디,,20170331,만화,5000,9.3,192,1,18,17,1
그릿(Grit),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20161028,자기계발,16000,8.9,416,0,2,18,1
영어책 한 권 외워봤니?,,20170111,자기계발,14000,9.1,292,0,13,19,1
에고라는 적,인생의 전환점에서 버려야 할 한 가지,20170403,자기계발,14800,8.7,296,1,6,20,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,21,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,22,1
운명과 분노,로런 그로프 장편소설,20170405,소설,16500,9.1,608,1,6,23,1
말투 하나 바꿨을 뿐인데,"일,사랑,관계가 술술 풀리는 40가지 심리 기술",20170317,자기계발,13000,8.2,216,1,13,24,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,25,1
제8회 젊은작가상 수상작품집(2017),,20170407,소설,12000,9.5,352,1,15,26,1
숨결이 바람 될 때(양장본 HardCover),서른여섯 젊은 의사의 마지막 순간,20160822,시/에세이,14000,9.4,284,1,10,27,1
고슴도치의 소원,,20170210,소설,13500,8.7,208,1,8,28,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,29,1
커피 드림(양장본 HardCover),"꿈꾸는 커피 회사, 이디야 이야기",20170403,경제/경영,14000,9.1,212,0,5,30,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,31,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),,20170325,유아(0~7세),12000,9.2,48,0,3,32,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,33,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,34,1
어쩌면 내가 가장 듣고 싶었던 말,"괜찮은 척, 아무렇지 않은 척했던 순간에도",20170203,시/에세이,14000,9.3,256,0,18,35,1
공터에서,김훈 장편소설,20170203,소설,16000,9.3,360,1,4,36,1
해커스 토익 기출 보카(TOEIC VOCA),최신 기출 토익 어휘수록·영단어 30일 완성,20180810,외국어,12900,9.5,567,0,12,37,1
"경제, 알아야 바꾼다",내 삶을 바꾸는 경제 이야기 12,20170405,경제/경영,15000,9.4,408,1,11,38,1
너의 안부를 묻는 밤,,20170124,시/에세이,13000,9.3,240,1,11,39,1
빨강머리 앤이 하는 말,아직 너무 늦지 않았을 우리에게,20160715,시/에세이,16000,9.3,336,1,12,40,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,41,1
하이큐!!. 24,첫눈,20170430,만화,5000,9.6,198,1,9,42,1
엘리트 마인드,세상을 리드하는 사람들의 숨겨진 한 가지,20170330,자기계발,15000,9,316,1,7,43,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,44,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,45,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,46,1
나는 뻔뻔하게 살기로 했다,더 이상 괜찮은 척하지 않겠다.,20170405,인문,13800,8.8,200,1,14,47,1
"엄마, 오늘도 사랑해(양장본 HardCover)",,20170405,시/에세이,13000,9.7,224,1,11,48,1
"9등급 꼴찌, 1년 만에 통역사 된 비법",,20170410,자기계발,14000,8.7,280,0,22,49,1
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라(감성치유 라이팅북),김용택의 꼭 한번 필사하고 싶은 시,20150604,시/에세이,12800,9.4,280,0,23,50,1
대한민국 부동산 투자,시장을 예측하는 가장 정확한 투자서,20170322,경제/경영,16500,9.5,308,1,11,51,1
미스터 하이든,,20160629,소설,13000,8.2,348,1,7,52,1
90일 완성 돈 버는 평생 습관,저절로 돈이 모이는 초간단 재테크,20170303,경제/경영,12000,9.2,188,1,17,53,1
"일의 미래, 무엇이 바뀌고 무엇이 오는가",5년 뒤 당신은 어디에 있을 것인가,20170313,경제/경영,15800,9,300,1,22,54,1
전두환 회고록. 1,혼돈의 시대(1979-1980),20170403,정치/사회,23000,8.1,604,0,10,55,1
78층 나무 집(456 Book 클럽)(양장본 HardCover),,20181105,어린이(초등),12000,9.5,384,0,8,56,1
스페셜솔져 코믹스. 3,군캐 그리고 구여캐,20170427,어린이(초등),9800,9.6,160,0,12,57,1
마켓 4.0(필립 코틀러의)(양장본 HardCover),4차 산업혁명이 뒤바꾼 시장을 선점하라,20170217,경제/경영,16000,8.8,284,1,6,58,1
나는 너를 본다(미드나잇 스릴러 시리즈),,20170415,소설,14800,8.9,480,1,8,59,1
유시민의 글쓰기 특강,,20150410,인문,15000,9.5,292,1,11,60,1
참 소중한 너라서(있는 그대로),지금도 충분히 아름다운 당신에게,,,,9.1,0,0,9,61,1
나에게 고맙다,"가장 흔한 말, 정작 나에게 하지 못한 인사",20160701,시/에세이,13800,9.3,272,1,7,62,1
그럴 때 있으시죠?,"김제동과 나, 우리들의 이야기",20161025,시/에세이,15800,9.5,352,1,10,63,1
최고의 설득,상대의 마음을 움직이는 세계 정상들의 스피치,20170303,자기계발,16000,7.9,359,1,6,64,1
혼자 잘해주고 상처받지 마라,서운하고 속상한 마음을 들키지않으려고 애쓰는 당신을 위한 감정의 심리학,20161027,자기계발,15000,9.3,288,1,15,65,1
해커스 신토익 리딩(Hackers TOEIC Reading),본 교재 무료 인강+무료 매월 토익 적중특강+토익정답 실시간 확인 서비스,20160321,외국어,18800,9.2,801,0,10,66,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,67,1
데미안(초판본)(1919년 초판본 오리지널 표지 디자인)(양장본 HardCover),,20160627,소설,9800,9.7,276,1,3,68,1
스물아홉 생일 1년 후 죽기로 결심했다,제1회 일본감동대상 대상 수상작,20120720,시/에세이,12800,9.2,235,0,21,69,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,70,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,71,1
한국의 1000원짜리 땅 부자들,어제도 내일도 부자들은 다 이들 중에 나온다!,20170410,경제/경영,16000,9.2,356,1,17,72,1
낭만적 연애와 그 후의 일상(양장본 HardCover),알랭 드 보통 장편소설,20160825,소설,13500,9.1,300,1,15,73,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,74,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,75,1
브루클린의 소녀,기욤 뮈소 장편소설,20161206,소설,14500,9.4,424,1,8,76,1
냉정한 이타주의자,세상을 바꾸는 건 열정이 아닌 냉정이다,20170228,인문,16000,9.2,312,1,9,77,1
설민석의 한국사 대모험. 2,"설쌤의 라이벌, 황 대감의 등장!",20170314,어린이(초등),10500,9.7,216,1,15,78,1
인간을 읽어내는 과학(양장본 HardCover),1.4킬로그램 뇌에 새겨진 당신의 이야기,20170313,인문,18000,9.4,348,1,11,79,1
나는 까칠하게 살기로 했다,상처받지 않고 사람을 움직이는 관계의 심리학,20161128,자기계발,15000,9.2,356,1,14,80,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,81,1
추리 천재 엉덩이 탐정. 3: 불멸의 절도단 사건(양장본 HardCover),,20170330,어린이(초등),12000,9.8,88,0,27,82,1
다 괜찮다,,20170302,시/에세이,13500,8.9,296,1,5,83,1
도올의 로마서 강해(양장본 HardCover),,20170401,인문,28000,9.4,512,0,10,84,1
아침 5시의 기적,인생을 바꾸는 아침 기상의 힘,20170210,자기계발,13000,9.1,248,1,9,85,1
도티&잠뜰: 새로운 영웅(Sandbox Friends 코믹 시리즈 3),,20170323,어린이(초등),9500,9.9,160,0,13,86,1
어쩌다 한국인,대한민국 사춘기 심리학,20151207,인문,16000,8.9,403,1,7,87,1
당신의 마음을 안아줄게요,,20170125,시/에세이,14800,9,508,0,13,88,1
해커스 신토익 리스닝(Hackers TOEIC Listening),받아쓰기&쉐도잉 프로그램ㅣ단어암기장(별책) 제공,20160321,외국어,18800,9.2,629,0,11,89,1
열혈강호. 72,,20170430,만화,4500,9.5,189,1,8,90,1
삶의 정도(양장본 HardCover),윤석철 교수 제4의 10년 주기 작,20110110,자기계발,14000,8.5,288,1,5,91,1
너의 이름은.,,20170117,소설,11000,9.6,296,1,7,92,1
너의 췌장을 먹고 싶어(노블판),,20170401,소설,13800,9.5,328,0,12,93,1
세계미래보고서 2055,,20170120,경제/경영,16000,8.7,376,0,12,94,1
동전 하나로도 행복했던 구멍가게의 날들(양장본 HardCover),,20170210,시/에세이,17000,9.7,208,0,21,95,1
쿠키런 어드벤처. 20: 아르헨티나 부에노스아이레스,쿠키들의 신나는 세계여행,20170301,어린이(초등),9800,9.2,164,0,28,96,1
엄마의 첫 부동산 공부,"내 집 마련부터 꼬마 월세까지, 이 책 한 권으로 따라한다",20170328,경제/경영,15000,8.5,340,1,12,97,1
나이 든 부모를 사랑할 수 있습니까,살아가는 동안 누구나 풀어야 할 본질적인 숙제,20170315,인문,14000,8.6,264,1,19,98,1
새벽 세시 + 무너지지만 말아 + 새삼스러운 세상 한정판 스페셜 에디션 세트(전3권),,20170424,시/에세이,16500,9.5,264,0,42,99,1
프레임(양장본 HardCover),나를 바꾸는 심리학의 지혜,20160831,자기계발,16000,9.4,308,1,3,100,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,101,1
Re: 제로부터 시작하는 이세계 생활. 10(노블엔진(Novel Engine)),,20170401,소설,7000,9.9,368,1,24,102,1
인구와 투자의 미래,경제 위기론에 흔들리지 않는 명쾌한 투자 강의,20170403,경제/경영,16000,9.7,324,1,10,103,1
설민석의 무도 한국사 특강(Human Special Lecture 2),,20140117,역사/문화,20000,9.5,420,0,14,104,1
미움받을 용기. 2,사랑과 진정한 자립에 대한 아들러의 가르침,20160502,인문,14900,9.4,320,0,10,105,1
너에게 하고 싶은 말,"차마 하지 못했던, 미처 하지 못했던",20151211,시/에세이,13000,9.4,212,1,11,106,1
보통의 존재(10주년 기념 특별판),이석원 산문집,20091104,시/에세이,12000,9,386,0,6,107,1
Sherlock(셜록) 세트(전3권),,20170330,만화,16500,9.5,640,0,8,108,1
탁월한 사유의 시선,우리가 꿈꾸는 시대를 위한 철학의 힘,20170120,인문,17000,9.3,324,0,10,109,1
나의 한국현대사,"1959-2014, 55년의 기록",20140710,역사/문화,18000,9,420,1,8,110,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,111,1
왕초보 영어회화 100일의 기적,100일 후에는 나도 영어로 말한다,20160501,외국어,12000,9.4,240,1,17,112,1
다리 일자 벌리기(아무리 뻣뻣한 몸이라도 4주 만에),,20170302,건강,13500,8.8,192,0,9,113,1
당신이 빛이라면,,20170421,시/에세이,13800,8.6,360,1,8,114,1
죄수 운동법,"극한 공간, 감옥에서 탄생한 리얼 맨몸 트레이닝",20170224,건강,22000,9.3,384,1,6,115,1
어린왕자(초판본)(양장본 HardCover),1943년 오리지널 초판본 표지디자인,20160830,소설,9800,9.7,148,1,4,116,1
대통령의 글쓰기,김대중 노무현 대통령에게 배우는 사람을 움직이는 글쓰기 비법,20170525,인문,16000,9.6,332,1,8,117,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,118,1
도티&잠뜰 TV(오리지널 스토리북),쓸데없이 감동적인 이야기,20170310,어린이(초등),8500,9.2,102,0,8,119,1
달의 고백,달은 여전해 너는 없어도,20170325,시/에세이,12800,9.8,208,1,5,120,1
당신은 아무 일 없던 사람보다 강합니다,변화하고 싶다면 새롭고 싶다면 다시 시작하고 싶다면 김창옥의 인생특강,20161008,자기계발,14800,9.5,272,1,21,121,1
황제의 외동딸. 4(디앤씨웹툰),,20170420,만화,12800,9.7,248,0,10,122,1
7년의 밤,정유정 장편소설,20160530,소설,14500,9.2,523,1,5,123,1
너라는 위로,,20170421,시/에세이,13000,9.5,252,1,6,124,1
여덟 단어,인생을 대하는 우리의 자세,20130520,인문,15000,9.4,237,1,5,125,1
어떻게 질문할 것인가(양장본 HardCover),나만의 질문을 찾는 책 읽기의 혁명,20170305,인문,18000,7.3,344,1,11,126,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,127,1
나는 왜 너를 사랑하는가(양장본 HardCover),,20160901,시/에세이,14000,9.1,96,0,13,128,1
"멈추면, 비로소 보이는 것들(개정판)",혜민 스님과 함께하는 내 마음 다시보기,20170315,시/에세이,14800,9.4,320,0,15,129,1
너무 시끄러운 고독(양장본 HardCover),보후밀 흐라발 장편소설,20160708,소설,12000,9.2,144,1,10,130,1
일빵빵 영어회화. 1(스토리가 있는),,20120601,외국어,13800,9.6,240,0,11,131,1
태도에 관하여(양장본 HardCover),나를 살아가게 하는 가치들,20150330,시/에세이,12000,9.3,304,0,7,132,1
나를 보는 당신을 바라보았다,김혜리의 영화의 일기,20170329,시/에세이,14000,9.6,344,1,15,133,1
제4의 물결이 온다(양장본 HardCover),"4차산업혁명, 부의 기회를 잡아라",20170206,경제/경영,28000,9.5,500,1,10,134,1
세상을 바꿀 테크놀로지 100,제4차 산업혁명을 주도하는 미래 산업 전망,20170321,경제/경영,16800,8.6,336,1,16,135,1
버라이어티,오쿠다 히데오 스페셜 작품집,20170324,소설,14000,9.1,336,0,5,136,1
고발(양장본 HardCover),반디 소설,20170215,소설,13800,9.4,276,1,2,137,1
열한 계단,나를 흔들어 키운 불편한 지식들,20161210,인문,17000,9.4,408,1,5,138,1
나는 왜 정치를 하는가,,20170407,정치/사회,15500,9.5,296,0,12,139,1
백종원이 추천하는 집밥 메뉴 54,,20160120,요리,9900,8.2,156,1,18,140,1
저스트고 오사카: 교토 고베 나라(2017-2018)(Just Go 2),카카오프렌즈 스페셜 에디션,20170330,여행,18500,9.9,592,0,18,141,1
백년을 살아보니,,20160801,인문,15000,9.3,300,1,8,142,1
그래도 괜찮은 하루(양장본 HardCover),,20150217,시/에세이,12800,9.8,272,1,10,143,1
13층 나무 집(456 Book 클럽)(양장본 HardCover),,20181105,어린이(초등),11000,9.5,248,0,8,144,1
#너에게,"너에게 보내는 편지, 완글",20170205,시/에세이,12800,9.7,240,0,4,145,1
트렌드 코리아 2017,서울대 소비트렌드분석센터의 2017 전망,20161031,경제/경영,16000,9.1,432,1,12,146,1
자유로울 것(양장본 HardCover),임경선 에세이,20170220,시/에세이,13000,9.4,288,1,6,147,1
이기적 유전자(개정판),,20100810,과학,18000,8.9,540,0,7,148,1
지도로 읽는다 한눈에 꿰뚫는 전쟁사도감,,20170327,역사/문화,13500,8.2,272,0,21,149,1
정의란 무엇인가(마이클 샌델),"한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러",20141120,인문,15000,9.4,443,0,8,150,1
비커밍 스티브 잡스(양장본 HardCover),,20170410,경제/경영,25000,9.7,672,1,10,151,1
신비아파트 고스트볼의 비밀. 4,,20170315,어린이(초등),9500,10,184,0,17,152,1
명탐정 코난. 91,,20170225,만화,4500,9.5,150,0,10,153,1
마법천자문. 38: 지탱해라! 지탱할 지,,20170202,어린이(초등),9800,9.6,166,0,22,154,1
AZ(양장본 HardCover),오휘명 장편소설,20170322,소설,14400,9,268,1,2,155,1
"헬로, 카카오프렌즈",카카오프렌즈 컬러링북,20160831,예술/대중문화,12000,9.8,116,0,10,156,1
클로즈업 도쿄(2019)(개정판)(클로즈업 시리즈 2),도쿄 디즈니 리조트 요코하마 하코네 닛코 카마쿠라,20180716,여행,17000,8.5,532,0,7,157,1
시원스쿨 기초 영어법(개정판)(CD1장포함),,20121210,외국어,15000,8.9,304,1,11,158,1
지능의 탄생,RNA에서 인공지능까지,20170413,과학,18000,9.2,320,1,6,159,1
유아 식판식,편식 걱정 없이 혼자서도 잘 먹는,20150325,요리,13000,9.1,200,0,6,160,1
ETS TOEIC(토익) Test 공식종합서 LC,출제기관 독점 공개,20160506,외국어,19800,9.4,744,0,9,161,1
ETS TOEIC(토익) Test 공식종합서 RC,출제기관 독점 공개,20160506,외국어,19800,9.4,752,1,9,162,1
달의 조각,불완전해서 소중한 것들을 위한 기록,20170125,시/에세이,13800,8.9,288,1,5,163,1
"리씽크(Re think), 오래된 생각의 귀환(양장본 HardCover)",,20170224,경제/경영,22000,9.4,400,1,3,164,1
종의 기원,정유정 장편소설,20160516,소설,13000,9.1,384,0,5,165,1
생각하기 전에 시작하는 습관,인생을 좋은 방향으로 이끄는 심플한 한 걸음,20170320,자기계발,12800,9.4,212,1,15,166,1
너의 이름은. 2,,20170131,만화,5500,9.7,164,1,9,167,1
그리스인 이야기. 1,민주주의가 태동하는 순간의 산고,20170425,역사/문화,18000,9,420,1,11,168,1
너무 재밌어서 잠 못 드는 세계사,,20161010,역사/문화,15000,7.7,304,1,18,169,1
42가지 마음의 색깔(양장본 HardCover),감정을 표현하는 법을 배워요,20191223,유아(0~7세),14000,9.5,92,1,11,170,1
