도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),스피킹 초보를 위한 필수 학습서,20200106,외국어,19800,9.4,552,0,9,166,1
나도 아직 나를 모른다,뇌과학과 임상심리학이 부서진 마음에게 전하는 말,20181025,인문,14800,9.3,223,0,12,167,1
그것만 있을 리가 없잖아(초등 저학년을 위한 그림동화 20)(양장본 HardCover),,20190523,유아(0~7세),12000,9.6,32,0,13,168,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,169,1
기적의 말하기 영단어 1000(무료 MP3 파일),20일 만에 네이티브와 수다 떨 수 있는,20190212,외국어,9000,9.2,348,0,16,170,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,171,1
팀 쿡(양장본 HardCover),애플의 새로운 미래를 설계하는 조용한 천재,20190520,경제/경영,25000,9.6,480,1,3,172,1
골든아워. 1,"생과 사의 경계, 중증외상센터의 기록 2002~2013",20181002,시/에세이,15800,9.8,438,1,7,173,1
신비아파트 고스트볼X의 탄생 귀신대도감,,20190425,어린이(초등),10000,9.4,128,0,21,174,1
ETS 토익기출 공식종합서 LC,출제기관 독점제공,20181106,외국어,19800,9.7,660,1,17,175,1
역사의 역사,History of Writing History,20180625,역사/문화,16000,9.2,340,1,6,176,1
세계사를 바꾼 10가지 약,비타민Cㅣ퀴닌ㅣ모르핀ㅣ마취약ㅣ소독약,20180510,역사/문화,16000,9,251,0,14,177,1
네모아저씨의 페이퍼 블레이드(네모아저씨의 종이접기 놀이터 1),색종이 3장이면 멋진 팽이가 내 것!,20181214,어린이(초등),11500,9.8,128,0,15,178,1
스몰빅,작은 성공을 반복하라,20190610,자기계발,15000,9,248,1,3,179,1
돈 공부는 처음이라,0원부터 시작하는 난생처음 부자 수업,20190222,경제/경영,16000,9.1,344,1,10,180,1
의외로 유쾌한 생물도감(이런 모습 처음이야!)(양장본 HardCover),,20190424,어린이(초등),14800,9.9,224,1,12,181,1
Who? K-pop BTS(양장본 HardCover),,20181224,어린이(초등),12800,9.5,180,0,14,182,1
주식투자 무작정 따라하기(개정판),70만 왕초보가 감동했다! 완벽한 투자 입문서!,20170102,경제/경영,16500,8.5,400,0,13,183,1
그릿(100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20190220,자기계발,16000,9.5,416,1,2,184,1
수박 수영장(양장본 HardCover),안녕달 그림책,20150727,유아(0~7세),12000,9.6,52,0,6,185,1
공정한 경쟁,대한민국 보수의 가치와 미래를 묻다,20190628,정치/사회,15000,8.9,272,1,6,186,1
그쪽의 풍경은 환한가,그날 그 자리에 있을 사람에게,20190524,시/에세이,14500,9.6,328,1,11,187,1
나의 히어로 아카데미아. 22: 계승하는 것,,20190530,만화,5000,9.8,192,0,24,188,1
104층 나무 집(456 book 클럽)(양장본 HardCover),,20190110,어린이(초등),12000,9.7,364,0,9,189,1
커넥트,더 큰 나와 만나는 명상의 힘,20190610,건강,15000,8,200,1,3,190,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,191,1
내일은 실험왕. 46: 미세 먼지와 대기,본격 대결 과학실험 만화,20190425,어린이(초등),12800,9.9,184,0,22,192,1
부동산 상식사전,"전ㆍ월세, 내집, 상가, 토지, 경매까지 처음 만나는 부동산의 모든 것",20190130,경제/경영,17500,9.5,580,1,8,193,1
해커스 토익스피킹(토스) Level. 7 8(2주 만에 끝내는)(개정판 3판),토스 정기 시험과 동일한 출제유형 반영,20190731,외국어,19800,9.7,472,0,9,194,1
머리가 좋아지는 똑똑 종이접기(영국 초등학교 선생님이 가르쳐주는),,20190503,유아(0~7세),12000,9.1,198,1,16,195,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,196,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,197,1
21세기를 위한 21가지 제언,더 나은 오늘은 어떻게 가능한가,20180903,인문,22000,8.9,560,1,16,198,1
프레임(양장본 HardCover),나를 바꾸는 심리학의 지혜,20160831,자기계발,16000,9.4,308,1,3,199,1
영어회화 10분의 기적: 패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20180629,외국어,12900,9.2,239,1,22,200,1
여행의 이유,김영하 산문,20190417,시/에세이,13500,9.3,216,1,6,1,1
유럽 도시 기행. 1,"아테네, 로마, 이스탄불, 파리 편",20190709,인문,16500,9.3,324,1,11,2,1
흔한남매. 1,,20190620,어린이(초등),11000,9.5,164,0,7,3,1
천년의 질문. 1(양장본 HardCover),조정래 장편소설,20190611,소설,14800,9.2,416,1,9,4,1
죽음. 1(양장본 HardCover),베르나르 베르베르 장편소설,20190530,소설,14000,9.3,328,1,5,5,1
아주 작은 습관의 힘,최고의 변화는 어떻게 만들어지는가,20190226,자기계발,16000,9.4,360,1,11,6,1
설민석의 삼국지. 1,"누구나 쉽게 시작하고, 모두가 빠져드는 이야기",20190717,인문,22000,9.3,440,0,11,7,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,8,1
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),주제별 연상암기로 토익 영단어 30일 완성!,20200305,외국어,12900,9.6,566,0,23,9,1
역사의 쓸모,자유롭고 떳떳한 삶을 위한 22가지 통찰,20191122,인문,15000,9.6,296,1,6,10,1
정리하는 뇌,"디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술",20150622,인문,22000,9,636,1,6,11,1
반일 종족주의,대한민국 위기의 근원,20190710,정치/사회,20000,7.8,413,1,7,12,1
인생의 마지막 순간에서,죽음과 죽어감에 관한 실질적 조언,20190619,시/에세이,16500,9,340,1,12,13,1
축구를 하며 생각한 것들,손흥민 첫 에세이,20190712,시/에세이,18000,9.6,280,0,13,14,1
철학은 어떻게 삶의 무기가 되는가,불확실한 삶을 돌파하는 50가지 생각 도구,20190121,인문,16000,9,336,1,18,15,1
미국 영어 회화 문법 1: 명사 관련 활용(MP3 다운로드),틀리게 배우고 사용도 못하는 이들을 위한 영어회화 문법 지행합일 처방,20190225,외국어,15000,9.3,272,1,23,16,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,17,1
고요할수록 밝아지는 것들,혜민 스님과 함께 지혜와 평온으로 가는 길,20181206,시/에세이,15000,9.5,272,1,13,18,1
50대 사건으로 보는 돈의 역사,,20190424,경제/경영,17800,9,352,1,17,19,1
사업을 한다는 것(CEO의 서재 시리즈 16),,20190531,경제/경영,16000,9.3,352,1,9,20,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,21,1
추리 천재 엉덩이 탐정. 8: 괴도와 납치된 신부 사건(양장본 HardCover),,20190725,어린이(초등),12000,9,88,0,30,22,1
추리 천재 엉덩이 탐정과 카레사건(추리 천재 엉덩이 탐정 S 1),,20190501,어린이(초등),12000,9.5,60,0,18,23,1
팩트풀니스(양장본 HardCover),우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,20190310,인문,19800,9.5,474,1,5,24,1
"박막례, 이대로 죽을 순 없다",독보적 유튜버 박막례와 천재 PD 손녀 김유라의,20190531,시/에세이,14800,9.6,344,1,16,25,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,26,1
빨강 머리 앤(더모던 감성클래식 2)(양장본 HardCover),,20190510,소설,16800,9.6,532,1,7,27,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,28,1
"진이, 지니",,20190527,소설,14000,9.5,388,1,6,29,1
잊기 좋은 이름,김애란 산문,20190627,시/에세이,13500,9.5,304,1,8,30,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,31,1
미국 영어 회화 문법 2: 동사와 시제(MP3 다운로드),틀리게 배우고 사용도 못하는 이들을 위한 영어회화 문법 지행합일 처방,20190225,외국어,16000,9.5,292,1,21,32,1
해커스 토익 RC 리딩(Hackers TOEIC Reading)(개정판),본 교재 무료 동영상강의 제공 | 단어암기장(별책) & 단어암기 MP3 제공,20181224,외국어,18800,9.4,804,0,12,33,1
"아들아, 삶에 지치고 힘들 때 이 글을 읽어라",어느 대학병원 교수가 아들에게 들려주는 세상사 인생 법칙,20190422,자기계발,15000,9.1,300,1,25,34,1
클루지(CREATIVE CLASSIC SERIES),생각의 역사를 뒤집는 기막힌 발견,20081124,인문,13800,8.5,310,1,3,35,1
공부머리 독서법,실현 가능하고 지속 가능한 독서교육의 모든 것,20180503,인문,16500,9.5,344,1,8,36,1
참 소중한 너라서(있는 그대로),김지훈 에세이,20181205,시/에세이,15800,9.1,419,1,9,37,1
설민석의 세계사 대모험. 2,독일 편: 히틀러의 두 얼굴,20190708,어린이(초등),12000,9.8,192,0,15,38,1
포노 사피엔스,스마트폰이 낳은 신인류,20190312,경제/경영,16800,9.3,336,1,7,39,1
해커스 토익 LC 리스닝(Hackers TOEIC Listening)(개정판 7판),무료 실전문제 해설강의 | 단어암기장(별책) & 단어암기 MP3 제공,20190130,외국어,18800,9.5,626,0,13,40,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,41,1
그로스 아이큐(Growth IQ),성공을 위한 10가지 경로,20190717,경제/경영,18700,8.9,424,1,7,42,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,43,1
말센스,흥분하지 않고 우아하게 리드하는,20190225,자기계발,14500,9.3,240,1,3,44,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,45,1
살인 현장은 구름 위(양장본 HardCover),,20190628,소설,13800,9,276,1,11,46,1
Go Go 카카오프렌즈. 9: 스페인,세계 역사 문화 체험 학습만화,20190730,어린이(초등),12000,9.8,176,0,20,47,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,48,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,49,1
오늘은 이만 좀 쉴게요(The cat edition),,20180726,시/에세이,13000,9.3,248,0,12,50,1
사일런트 페이션트,알렉스 마이클리디스 장편소설,20190522,소설,15800,9.4,416,1,9,51,1
말투 때문에 말투 덕분에(실전에서 바로 써먹는 사례로 가득한),,20190603,자기계발,13000,9.4,208,1,13,52,1
하마터면 열심히 살 뻔했다,야매 득도 에세이,20180423,시/에세이,15000,8.9,288,1,14,53,1
좀비고등학교 코믹스. 13,,20190628,어린이(초등),9800,9.6,160,0,14,54,1
숨,,20190520,소설,16500,9.4,520,1,1,55,1
한자와 나오키. 1: 당한 만큼 갚아준다,,20190612,소설,15000,9.5,416,0,22,56,1
"곰돌이 푸, 행복한 일은 매일 있어",아직 행복을 기다리는 우리에게,20180312,시/에세이,12000,9.1,160,1,19,57,1
직지. 1(양장본 HardCover),아모르 마네트,20190801,소설,14000,9.4,280,1,5,58,1
나는 유튜브로 영어를 배웠다,영어 에듀테이너 날라리데이브가 알려주는 영어 공부법,20190626,자기계발,14900,9.5,236,1,15,59,1
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,60,1
실리콘밸리의 팀장들,까칠한 인재마저 사로잡은 그들의 지독한 솔직함,20190628,경제/경영,16500,9.3,408,1,10,61,1
설민석의 한국사 대모험. 10,임시정부 편: 공갈이는 어디에?,20190507,어린이(초등),12000,9.7,200,1,16,62,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,63,1
브랜드가 되어 간다는 것,"나는 하루 한 번, [나]라는 브랜드를 만난다",20190402,경제/경영,15000,9.4,280,0,13,64,1
시간은 흐르지 않는다(양장본 HardCover),우리의 직관 너머 물리학의 눈으로 본 우주의 시간,20190610,과학,16000,9.3,240,1,11,65,1
대도시의 사랑법,박상영 연작소설,20190628,소설,14000,9.2,344,0,8,66,1
"대변동: 위기, 선택, 변화",무엇을 선택하고 어떻게 변화할 것인가,20190610,인문,24800,9.3,600,1,15,67,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,68,1
ETS 토익기출 공식종합서 LC,출제기관 독점제공,20181106,외국어,19800,9.7,660,1,17,69,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,70,1
누구나 시 하나쯤 가슴에 품고 산다,눈물 나게 외롭고 쓸쓸했던 밤 내 마음을 알아주었던 시 101,20190701,시/에세이,13500,9.5,232,0,19,71,1
타인의 시선을 의식해 힘든 나에게,,20190419,시/에세이,13000,9.3,184,1,18,72,1
페인트(창비청소년문학 89),이희영 장편소설,20190419,소설,12000,9.6,206,0,3,73,1
2020 부의 지각변동,"미래가 보내온 7가지 시그널! 무너질 것인가, 기회를 만들 것인가",20190705,경제/경영,17000,8.8,260,1,12,74,1
나의 월급 독립 프로젝트,3년 만에 30억 벌고 퇴사한 슈퍼개미의 실전 주식투자 생중계,20190422,경제/경영,18000,9.1,260,1,13,75,1
명탐정 코난. 96,,20190625,만화,4500,9.5,192,0,10,76,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,77,1
제10회 젊은작가상 수상작품집(2019),,20190405,소설,13000,9.3,392,1,16,78,1
"걷는 사람, 하정우",,20181123,시/에세이,15500,9.5,296,1,10,79,1
노예의 길(자유주의시리즈 71),사회주의 계획경제의 진실,20180420,정치/사회,15000,9.4,328,0,5,80,1
자신감,단 한걸음의 차이,20190610,자기계발,14800,9.8,212,0,3,81,1
초예측(양장본 HardCover),세계 석학 8인에게 인류의 미래를 묻다,20190208,인문,15000,9,232,1,3,82,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,83,1
글의 품격,삶이 곧 하나의 문장이다,20190529,인문,14500,8.9,252,1,5,84,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,85,1
이상한 과자 가게 전천당. 1(양장본 HardCover),,20190705,어린이(초등),12000,9.6,148,0,16,86,1
연애 백문백답(전2권),,20190220,시/에세이,13000,8.8,176,0,7,87,1
세계에서 가장 자극적인 나라(양장본 HardCover),짐 로저스의 어떤 예견,20190527,경제/경영,16000,9,248,1,15,88,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,89,1
습관의 재발견,기적같은 변화를 불러오는 작은 습관의 힘,20141125,자기계발,13000,9.4,240,1,7,90,1
다산의 마지막 공부(10만부 기념 리커버 에디션)(양장본 HardCover),,20190526,자기계발,15000,9.5,304,0,10,91,1
ETS 토익기출 공식종합서 RC,출제기관 독점제공,20181106,외국어,19800,9.4,760,1,17,92,1
인어가 잠든 집,,20190228,소설,17800,9.5,508,1,8,93,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,94,1
마법천자문. 45: 마구마구 탐해라! 욕심 욕(개정판),,20200520,어린이(초등),12000,9.7,1,1,25,95,1
가재가 노래하는 곳,,20190621,소설,16000,9.5,464,1,10,96,1
내가 죽으면 장례식에 누가 와줄까,,20190527,시/에세이,14000,9.3,198,1,18,97,1
개인주의자 선언,판사 문유석의 일상유감,20150923,인문,13500,9.1,280,1,8,98,1
사하맨션(양장본 HardCover),조남주 장편소설,20190528,소설,14000,9.2,372,1,4,99,1
죽고 싶지만 떡볶이는 먹고 싶어,백세희 에세이,20180620,시/에세이,13800,8.6,208,1,17,100,1
원펀맨(One Punch Man). 19,배추 소멸,20190630,만화,5000,9.8,224,0,3,101,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,102,1
마음의 결,결을 따라 풀어낸 당신의 마음 이야기,20190508,시/에세이,13800,9.3,264,0,5,103,1
곰브리치 세계사(예일대 특별판)(양장본 HardCover),,20190605,역사/문화,23000,9.6,440,0,8,104,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,105,1
월급쟁이 재테크 상식사전(개정판),,20190607,경제/경영,17500,9.5,584,1,13,106,1
연의 편지,,20190603,만화,15000,9.8,264,0,5,107,1
원피스. 92: 오이란 코무라사키 등장,,20190531,만화,5000,9.4,184,0,21,108,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,109,1
검사내전,"생활형 검사의 사람 공부, 세상 공부",20180119,정치/사회,15000,8.5,384,1,4,110,1
욕망의 진화,"사랑, 연애, 섹스, 결혼. 남녀의 엇갈린 욕망에 담긴 진실",20131226,인문,22000,9.3,591,1,6,111,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,112,1
하버드 100년 전통 말하기 수업,인생을 바꾸는 말하기 불변의 법칙,20190403,자기계발,14800,9.7,366,1,18,113,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,114,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,115,1
평생 돈운이 좋아지는 4주의 기적,부르지 않아도 돈이 찾아오는 운의 비밀,20190621,자기계발,14500,9.6,241,1,18,116,1
심리학이 이렇게 쓸모 있을 줄이야,,20190325,자기계발,13000,9.2,280,1,18,117,1
돈 공부는 처음이라,0원부터 시작하는 난생처음 부자 수업,20190222,경제/경영,16000,9.1,344,1,10,118,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,119,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,120,1
ETS 토익기출 공식입문서 LC,출제기관 독점제공,20181122,외국어,14800,9.6,284,1,17,121,1
디즈니 알라딘(디즈니 애니메이션 스토리북)(양장본 HardCover),,20190522,어린이(초등),10000,9.9,108,0,7,122,1
산 자들(반양장),장강명 연작소설,20190621,소설,14000,9.6,384,1,4,123,1
하나님의 때,하나님의 완벽한 때를 기다리는 당신을 위한 묵상집,20200130,종교,15000,9.6,284,1,6,124,1
최강의 인생,세상의 뻔한 공식을 깨부순 게임 체인저들의 44가지 법칙,20190710,자기계발,16000,9.5,392,1,6,125,1
왕초보 영어회화 10분의 기적: 기초패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20181005,외국어,11900,9.6,237,1,28,126,1
어른이 되면 괜찮을 줄 알았다,"심리학, 어른의 안부를 묻다",20190605,인문,15800,9.4,264,1,16,127,1
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),IH/AL 등급을 위한 필수 학습서,20191202,외국어,15900,9,321,0,23,128,1
아가씨와 밤,기욤 뮈소 장편소설,20181126,소설,14500,9.4,404,1,6,129,1
위즈덤(양장본 HardCover),"오프라 윈프리, 세기의 지성에게 삶의 길을 묻다",20190614,자기계발,17000,9.1,280,1,3,130,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,131,1
수박 수영장(양장본 HardCover),안녕달 그림책,20150727,유아(0~7세),12000,9.6,52,0,6,132,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,133,1
바닷가 작업실에서는 전혀 다른 시간이 흐른다,슈필라움의 심리학,20190515,인문,18000,9.6,284,1,24,134,1
내 운명은 고객이 결정한다,e커머스 사장들의 독선생이 말하는 '어제보다 성장하는' 사업의 비밀,20190603,경제/경영,16000,9.4,312,1,14,135,1
세계사를 바꾼 12가지 신소재,문명의 기반이 된 ‘철’부터 미래를 이끌 ‘메타물질’까지!,20190625,역사/문화,16000,9.5,280,1,16,136,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,137,1
"스무살, 반야심경에 미치다",,20190725,인문,15000,9.3,248,0,14,138,1
그녀가 공작저로 가야 했던 사정. 1(만화)(일반판)(디앤씨웹툰),,20190722,만화,13000,9.6,268,0,20,139,1
기적의 말하기 영단어 1000(무료 MP3 파일),20일 만에 네이티브와 수다 떨 수 있는,20190212,외국어,9000,9.2,348,0,16,140,1
ETS 토익기출 공식입문서 RC,출제기관 독점제공,20181122,외국어,14800,9.3,360,1,17,141,1
그로잉 업(Growing Up),LG생활건강 멈춤 없는 성장의 원리,20190701,경제/경영,16000,9.2,304,1,5,142,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,143,1
"튜브, 힘낼지 말지는 내가 결정해(카카오프렌즈(Kakao Friends))",,20190731,시/에세이,15300,9.2,256,1,18,144,1
세상에서 제일 재밌는 종이접기(세상에서 제일 시리즈),색종이 한 장이면 장난감 뚝딱!,20180824,가정/육아,14000,9.7,252,0,16,145,1
마음이 살짝 기운다,나태주 신작 시집,20190218,시/에세이,14000,9.5,220,1,10,146,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,147,1
일 잘하는 사람은 단순하게 합니다,,20190322,자기계발,15000,9.3,316,1,18,148,1
죽음을 보는 재능,,20190720,소설,15000,9.1,396,1,9,149,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,150,1
말하는 수학,국내 최초 플립러닝 수학 공부법,20190627,과학,15000,8.9,288,1,6,151,1
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),,20171030,소설,12000,9.6,248,1,3,152,1
걱정이 많아서 걱정인 당신에게,나를 지치고 힘들게 하는 감정에서 탈출하는 법,20181120,자기계발,15000,9.4,336,1,16,153,1
치명적 자만(자유주의 시리즈 번역 13),,20141222,,10000,9.7,389,0,6,154,1
네모아저씨의 페이퍼 블레이드(네모아저씨의 종이접기 놀이터 1),색종이 3장이면 멋진 팽이가 내 것!,20181214,어린이(초등),11500,9.8,128,0,15,155,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),스피킹 초보를 위한 필수 학습서,20200106,외국어,19800,9.4,552,0,9,156,1
댄 애리얼리 부의 감각,,20180725,경제/경영,18000,8.8,444,1,12,157,1
다시 오지 않는 것들,최영미 시집,20190626,시/에세이,10000,9.5,112,0,11,158,1
토이스토리4 무비동화(디즈니)(양장본 HardCover),,20190601,유아(0~7세),9500,9.7,104,0,11,159,1
커넥트,더 큰 나와 만나는 명상의 힘,20190610,건강,15000,8,200,1,3,160,1
좌파가 장악한 대한민국,,20190702,정치/사회,9900,9.4,270,1,12,161,1
총몽. 5: 자렘 정복(완전판)(1부 완결),,20190701,만화,15000,9.8,392,1,12,162,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,163,1
마블 어벤져스 엔드게임 캐릭터 슈퍼 도감,,20190425,어린이(초등),9500,9,92,0,22,164,1
당신의 마음을 안아줄게요,김지훈 에세이,20190222,시/에세이,15800,9.1,507,1,13,165,1
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽 소설,20190624,소설,14000,9.4,330,1,18,166,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,167,1
마블 어벤져스 인피니티 워 무비 포토 스토리북,,20190314,어린이(초등),9500,8.5,104,0,25,168,1
해커스 토익스피킹(토스) Level. 7 8(2주 만에 끝내는)(개정판 3판),토스 정기 시험과 동일한 출제유형 반영,20190731,외국어,19800,9.7,472,0,9,169,1
What am I,국내 최고 뇌의학자가 전하는 생물학적 인간에 대한 통찰,20190527,인문,14000,9.5,256,0,9,170,1
엄마의 말하기 연습,화내지 않고 상처 주지 않고 진심을 전하는,20180226,가정/육아,14800,8.5,280,1,10,171,1
죽고 싶지만 떡볶이는 먹고 싶어. 2,,20190503,시/에세이,13800,8.9,264,1,20,172,1
엄마 심리 수업,엄마의 무의식이 아이를 키운다,20190525,인문,14000,9.6,296,1,8,173,1
나의 첫 다이어트 근육 홈트,숨쉬기 운동밖에 모르던 집순이가 근육 운동을 시작했습니다,20190605,건강,13000,9.3,140,1,15,174,1
해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition)(개정판 3판),온라인 신토익 실전모의고사 제공 | 4주 만에 토익 750점 공략!,20191220,외국어,14900,9.6,504,0,12,175,1
의외로 유쾌한 생물도감(이런 모습 처음이야!)(양장본 HardCover),,20190424,어린이(초등),14800,9.9,224,1,12,176,1
내가 확실히 아는 것들(양장본 HardCover),,20141205,시/에세이,13800,9.4,280,1,12,177,1
편지(양장본 HardCover),,20190415,소설,14800,9.6,484,1,2,178,1
수미네 반찬. 2,김수미표 는둥만둥 레시피북,20190410,요리,17000,9.6,280,1,9,179,1
총몽 외전,,20190701,만화,12000,9.7,280,1,5,180,1
"반 고흐, 영혼의 편지",,20170531,시/에세이,12000,9.5,312,0,12,181,1
나는 어른이 되어서도 가끔 울었다(스페셜 에디션),홀로 외로운 그 밤 당신의 곁을 지켜줄 투에고의 공감 에세이,20190517,시/에세이,14000,9.4,256,1,18,182,1
리더의 마음(양장본 HardCover),최고의 리더는 어떻게 사람을 움직이는가,20190625,경제/경영,16000,9.8,284,1,6,183,1
왜 아이에게 그런 말을 했을까,아이를 서울대에 보내고 나서 뒤늦게 시작한 부모 반성 수업,20190621,가정/육아,14000,9.5,312,1,16,184,1
백종원이 추천하는 집밥 메뉴 56(백종원이 추천하는 집밥 메뉴 4),,20190620,요리,10900,9.5,144,0,18,185,1
좋은지 나쁜지 누가 아는가,,20190311,시/에세이,15000,9.7,256,1,14,186,1
골든아워. 1,"생과 사의 경계, 중증외상센터의 기록 2002~2013",20181002,시/에세이,15800,9.8,438,1,7,187,1
제 인생에 답이 없어요,크리에이터 선바의 거침없는 현생만담,20190725,시/에세이,12000,9.9,192,1,12,188,1
운이 좋다고 말해야 운이 좋아진다,뇌과학이 밝혀낸 인생을 바꾸는 14가지 무의식,20190628,자기계발,13800,9.1,240,1,18,189,1
항구의 사랑(오늘의 젊은 작가 21)(양장본 HardCover),김세희 장편소설,20190614,소설,13000,9.3,176,1,6,190,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,191,1
영어회화 10분의 기적: 패턴으로 말하기(해커스톡),미국인이 가장 많이 쓰는 표현으로 원어민처럼 말하기 | 무료 해설강의/MP3,20180629,외국어,12900,9.2,239,1,22,192,1
세계사를 바꾼 10가지 약,비타민Cㅣ퀴닌ㅣ모르핀ㅣ마취약ㅣ소독약,20180510,역사/문화,16000,9,251,0,14,193,1
숲을 닮은 너에게,애뽈의 숲소녀 일기,20190510,시/에세이,14000,9.8,224,0,9,194,1
그릿(100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20190220,자기계발,16000,9.5,416,1,2,195,1
