도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
베어타운,프레드릭 배크만 장편소설,20180416,소설,15800,9.5,572,1,4,54,1
최강의 육아,0~5세까지 IQ가 높아지고 몸과 마음이 튼튼해지는 절대 원칙 55,20180607,가정/육아,15000,8.1,310,0,6,55,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,56,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,57,1
Go Go 카카오프렌즈. 2: 영국,세계 역사 문화 체험 학습만화,20180425,어린이(초등),12000,8.8,176,0,19,58,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,59,1
졸업선물,성공이 아닌 성장을 위한 이야기,20160129,시/에세이,13800,9.3,344,1,4,60,1
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,0,15,61,1
단 하루도 너를 사랑하지 않은 날이 없다,,20180302,시/에세이,14000,8.9,256,1,22,62,1
그리스인 조르바,알렉시스 조르바의 삶과 행적,20180525,소설,13000,9.2,587,1,8,63,1
나는 하루 1시간 주식투자로 연봉 번다,반드시 수익 내는 주식투자 3단계 원칙,20180515,경제/경영,16500,7.8,328,1,21,64,1
나는 당신이 오래오래 걸었으면 좋겠습니다,수천 명의 환자를 일으킨 재활치료사의 기적의 걷기수업,20180521,건강,13800,8.3,196,1,22,65,1
엄마의 말하기 연습,화내지 않고 상처 주지 않고 진심을 전하는,20180226,가정/육아,14800,8.5,280,1,10,66,1
진작 할 걸 그랬어,"책에서 결국, 좋아서 하는 일을 찾았다",20180430,시/에세이,14800,9.2,324,1,10,67,1
관계의 물리학,림태주 에세이,20180508,시/에세이,13800,9,264,1,7,68,1
혼자 있고 싶은데 외로운 건 싫어,남들보다 내성적인 사람들을 위한 심리수업,20180314,인문,13000,8.5,192,1,18,69,1
제9회 젊은작가상 수상작품집(2018),,20180404,소설,12000,9.3,368,1,15,70,1
"그해, 여름 손님(양장본 HardCover)",,20181224,소설,16800,8.9,315,0,9,71,1
닥터 도티의 삶을 바꾸는 마술가게(양장본 HardCover),,20160712,자기계발,14800,9.4,332,1,18,72,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,73,1
바다는 잘 있습니다(문학과지성 시인선 503),이병률 시집,20170920,시/에세이,9000,9.4,144,1,10,74,1
어린 왕자와의 일주일(양장본 HardCover),,20180605,시/에세이,16800,9.6,352,0,11,75,1
플랫폼 제국의 미래,"구글, 아마존, 페이스북, 애플 그리고 새로운 승자",20180430,경제/경영,18000,9,448,1,10,76,1
스마트스토어(스토어팜) 마케팅,네이버 스마트스토어 창업에서 마케팅까지,20180412,경제/경영,17000,8.8,340,0,6,77,1
우울할 땐 뇌과학,최신 뇌과학과 신경생물학은 우울증을 어떻게 해결하는가,20180312,인문,17000,9.3,336,1,9,78,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,79,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,80,1
혼자 잘해주고 상처받지 마라,서운하고 속상한 마음을 들키지않으려고 애쓰는 당신을 위한 감정의 심리학,20161027,자기계발,15000,9.3,288,1,15,81,1
도로시 죽이기,,20180523,소설,13500,9.7,368,1,7,82,1
바깥은 여름,김애란 소설,20170628,소설,13000,9.2,272,1,6,83,1
오버 더 초이스(양장본 HardCover),이영도 장편소설,20180621,소설,15800,9.8,532,1,8,84,1
파리의 아파트,,20171205,소설,14500,9.1,408,1,7,85,1
시간을 멈추는 법(양장본 HardCover),,20180604,소설,15800,9.2,504,1,9,86,1
참 소중한 너라서(있는 그대로),지금도 충분히 아름다운 당신에게,,,,9.1,0,0,9,87,1
굿 라이프(양장본 HardCover),내 삶을 바꾸는 심리학의 지혜,20180620,자기계발,17000,8.6,284,1,5,88,1
태도의 품격(양장본 HardCover),최고의 조직은 왜 매너에 집중하는가,20180427,경제/경영,16000,8.3,304,1,6,89,1
마케터의 일,"경험하고, 공감하고, 함께하는",20180405,경제/경영,14000,9.2,224,1,6,90,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,91,1
나의 한국현대사,"1959-2014, 55년의 기록",20140710,역사/문화,18000,9,420,1,8,92,1
어떻게 원하는 것을 얻는가(밀리언 특별판)(개정판),20년 연속 와튼스쿨 최고 인기 강의,20171108,자기계발,16000,8.8,404,0,14,93,1
OtvN 프리미엄 특강쇼 어쩌다 어른. 2,,20180515,인문,15000,9.6,334,0,23,94,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,95,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,96,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,97,1
마녀체력,"마흔, 여자가 체력을 키워야 할 때",20180520,시/에세이,15000,9.4,272,1,4,98,1
당신과 함께라면 말이야,1년차 새내기 남편 오상진의 일기,20180525,시/에세이,15300,9.3,304,1,12,99,1
마법천자문. 42: 오직 나만! 홀로 독,,20180626,어린이(초등),9800,9,150,0,22,100,1
세상에서 가장 짧은 세계사,"2,000년 유럽의 모든 역사를 이해하기 위한 최소한의 지식",20171107,역사/문화,16000,8.9,296,1,14,101,1
"김영철, 타일러의 진짜 미국식 영어(한 마디를 해도 통하는)",,20171208,외국어,14800,9.3,328,1,19,102,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,103,1
설민석의 한국사 대모험. 6,"역사 속 라이벌 편: 설쌤과 황 대감, 화해 대작전!",20180420,어린이(초등),10500,9.2,212,1,15,104,1
어벤져스 인피니티 워 캐릭터도감,,20180420,어린이(초등),9500,9.2,92,0,17,105,1
빨강머리 앤이 하는 말,아직 너무 늦지 않았을 우리에게,20160715,시/에세이,16000,9.3,336,1,12,106,1
쿠키런 어드벤처. 27: 대한민국 부산,쿠키들의 신나는 세계여행,20180525,어린이(초등),9800,8.9,164,0,21,107,1
달의 마음,"내 마음이, 네 마음을",20180525,시/에세이,12800,9.2,216,1,5,108,1
당신과 나 사이,너무 멀어서 외롭지 않고 너무 가까워서 상처 입지 않는 거리를 찾는 법,20180130,인문,15000,8.8,316,1,8,109,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,110,1
국가란 무엇인가(개정신판),,20170123,인문,15000,9.4,334,1,8,111,1
"스님, 어떤 게 잘 사는 겁니까",,20180518,인문,15000,9.3,276,1,17,112,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,113,1
코끼리는 생각하지 마,"진보와 보수, 문제는 프레임이다",20180520,정치/사회,13000,9,318,1,11,114,1
고단백 저탄수화물 다이어트 레시피,인생몸매 만드는 2주 플랜,20180525,요리,15000,7.9,216,1,18,115,1
착! 붙는 일본어 독학 첫걸음(CD1장포함),하루 한 시간 한 달 완성,20151015,외국어,14000,9.5,248,0,16,116,1
용의자 X의 헌신(양장본 HardCover),,20170830,소설,16800,9.6,448,0,9,117,1
"착하게, 그러나 단호하게(30쇄 돌파 한정판 블루 에디션)",당신의 착함을 이용하는 사람들에게 먹이는 한방!,20180425,자기계발,14000,8.8,244,1,13,118,1
검사내전,"생활형 검사의 사람 공부, 세상 공부",20180119,정치/사회,15000,8.5,384,1,4,119,1
책을 지키려는 고양이(반양장),나쓰카와 소스케 장편소설,20180112,소설,14000,9.1,296,0,11,120,1
유시민의 글쓰기 특강,,20150410,인문,15000,9.5,292,1,11,121,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,122,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,123,1
보노보노의 인생상담(윈터 에디션),,20180320,시/에세이,16000,9.2,320,1,10,124,1
엄마의 자존감 공부,천 번을 미안해도 나는 엄마다,20171110,자기계발,16000,8.8,304,1,10,125,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,126,1
운다고 달라지는 일은 아무것도 없겠지만(리커버),박준 산문,20170701,시/에세이,12000,9.1,192,1,21,127,1
"훗날 내 청춘을 떠올리면, 네가 가장 먼저 생각날 거야(양장본 HardCover)",,20180426,시/에세이,15500,8.9,148,1,30,128,1
"정해진 미래, 시장의 기회",인구변동에서 기회를 발굴하는 미래예측법,20180523,경제/경영,16000,8.8,288,1,14,129,1
스물아홉 생일 1년 후 죽기로 결심했다,제1회 일본감동대상 대상 수상작,20120720,시/에세이,12800,9.2,235,0,21,130,1
북유럽 신화,,20170626,역사/문화,14800,8.7,312,0,6,131,1
오버 더 호라이즌(양장본 HardCover),이영도 중단편 소설집,20180621,소설,16800,9.8,612,1,9,132,1
91층 나무 집(456 book 클럽)(양장본 HardCover),,20180301,어린이(초등),12000,8.9,376,0,8,133,1
누구나 한 번은 엄마와 이별한다,하루하루 미루다 영원히 후회할지 모를 당신에게,20180507,시/에세이,14000,9.1,248,0,17,134,1
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,135,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,136,1
흰(2판)(양장본 HardCover),한강 소설,20180425,소설,12500,9.2,196,1,1,137,1
미움받을 용기(특별 합본호)(한정판)(양장본 HardCover),,20180302,인문,19800,9.2,420,0,7,138,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,139,1
그릿(Grit),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20161028,자기계발,16000,8.9,416,0,2,140,1
남아 있는 그대들에게,"삶과 고뇌, 깨달음 그리고 92년의 여정으로부터",20180702,자기계발,16800,9.6,296,1,11,141,1
유병재 농담집 블랙코미디,,20171030,시/에세이,13000,8.9,200,1,13,142,1
원피스. 88: 사자,,20180326,만화,5000,8.3,188,0,11,143,1
플랜트 패러독스,우리가 건강해지려고 먹는 '식물들'의 치명적인 역습,20180621,건강,18000,7.9,392,1,8,144,1
어린왕자(초판본)(양장본 HardCover),1943년 오리지널 초판본 표지디자인,20160830,소설,9800,9.7,148,1,4,145,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,146,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,147,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,148,1
딸은 엄마의 감정 쓰레기통이 아니다,가까울수록 상처를 주는 모녀관계 심리학,20180423,인문,13500,8.4,220,1,19,149,1
나는 간호사 사람입니다,단 한 번의 실수도 허락하지 않는 삶을 사는 사람들의 이야기,20180409,시/에세이,14000,9.6,288,1,12,150,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,151,1
스티커 컬러링: 랜드마크(스티커 컬러링 시리즈 1),,20171215,취미/실용/스포츠,12800,8,60,0,13,152,1
추사 김정희,산은 높고 바다는 깊네,20180420,역사/문화,28000,8.7,600,0,6,153,1
경애의 마음,김금희 장편소설,20180615,소설,14000,9.2,356,0,6,154,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,155,1
곰탕. 1: 미래에서 온 살인자,김영탁 장편소설,20180321,소설,13000,9.4,324,0,17,156,1
아빠는 몰라두 돼,,20170830,시/에세이,14400,8.6,300,0,9,157,1
어쩌면 내가 가장 듣고 싶었던 말,"괜찮은 척, 아무렇지 않은 척했던 순간에도",20170203,시/에세이,14000,9.3,256,0,18,158,1
브레이크 다운,B. A. 패리스 장편소설,20180612,소설,14000,9.4,404,1,7,159,1
편지할게요(러브레터 에디션),,20191022,시/에세이,14000,9.1,336,0,5,160,1
"나, 지금 이대로 괜찮은 사람",건강한 자존감을 위한 자기 자비 연습,20180515,인문,14500,9.2,256,1,16,161,1
나는 직원 없이도 10억 번다,직원 없이 사무실 없이 저절로 굴러가는 사업 시스템 만들기,20180423,경제/경영,15000,8.9,272,1,16,162,1
청춘의 독서,세상을 바꾼 위험하고 위대한 생각들,20170707,인문,14800,9.4,328,1,6,163,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,164,1
생활 예절(예의 없는 새끼들 때문에 열받아서 쓴),,20180515,자기계발,13800,8.8,212,1,5,165,1
너라는 계절(감성 일러스트 에디션),김지훈 이야기 산문집,20171123,시/에세이,14800,9,440,0,6,166,1
어디까지나 제 생각입니다,그들이 배운 미덕에 대한 불편함,20180515,시/에세이,13800,9.1,358,1,13,167,1
언스크립티드,부의 추월차선 완결판,20180117,경제/경영,19800,8.8,496,1,6,168,1
카밍 시그널(Calming Signals),세상에서 가장 아름다운 반려견의 몸짓 언어,20180518,취미/실용/스포츠,14800,8,280,1,6,169,1
법륜 스님의 행복,행복해지고 싶지만 길을 몰라 헤매는 당신에게,20160817,종교,14000,8.7,280,1,9,170,1
OtvN 프리미엄 특강쇼 어쩌다 어른,,20170910,인문,15000,9.1,260,1,20,171,1
사랑받고 사랑하고,김양재 목사의 부부사랑 지침서,20180601,종교,13000,8.5,240,0,9,172,1
클라우스 슈밥의 제4차 산업혁명 더 넥스트(The Next),,20180405,경제/경영,17000,8.8,352,1,23,173,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,174,1
여행영어 100일의 기적,해외여행 준비 D-100 프로젝트,20170620,외국어,12000,9.2,272,1,13,175,1
랩 걸(사이언스 걸스 시리즈),"나무, 과학 그리고 사랑",20170216,과학,17500,9,412,1,3,176,1
네이버 증권으로 배우는 주식투자 실전 가이드북,주식 고수들만 아는 '네이버 증권 100% 활용법!',20180420,경제/경영,17400,9.1,276,0,25,177,1
하고 싶다 다이어트,100일 완성 날씬해지는 평생 습관,20180517,자기계발,15000,8.5,284,0,10,178,1
일빵빵 영어회화. 1(스토리가 있는),,20120601,외국어,13800,9.6,240,0,11,179,1
이상한 손님(그림책이참좋아 47)(양장본 HardCover),,20180321,유아(0~7세),12000,8.6,48,0,6,180,1
강원국의 글쓰기,남과 다른 글은 어떻게 쓰는가,20180625,인문,16000,9.4,336,1,8,181,1
놓지 마 과학!. 7: 정신이 모험에 정신 놓다,놓지 마 정신줄 학습 만화,20180502,어린이(초등),9800,9.3,184,0,26,182,1
"간다, 봐라(양장본 HardCover)",법정 스님의 사유 노트와 미발표 원고,20180510,시/에세이,14500,9.4,280,1,6,183,1
넛지 : 똑똑한 선택을 이끄는 힘(양장본 HardCover),,20090422,경제/경영,15500,8.8,428,1,18,184,1
요츠바랑. 14,,20180430,만화,5200,8.9,240,1,8,185,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,186,1
프렌즈 다낭('18~'19)(프렌즈 시리즈 28),호이안.후에,20180220,여행,13000,9.3,320,0,6,187,1
ETS TOEIC(토익) Test 공식종합서 RC,출제기관 독점 공개,20160506,외국어,19800,9.4,752,1,9,188,1
이갈리아의 딸들(개정판),,19960701,정치/사회,13000,9.1,384,0,8,189,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,190,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,191,1
비행운,김애란 소설집,20120719,소설,12000,9.5,350,1,3,192,1
"김영철, 타일러의 진짜 미국식 영어. 2",하루 5분 국민 영어과외,20180524,외국어,14800,9.4,336,1,22,193,1
"딸아, 외로울 때는 시를 읽으렴",지금 이 순간 가장 눈부시게 빛나는 너에게 들려주고싶은 응원의 시 110,20180321,시/에세이,14000,9.6,232,0,17,194,1
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),IH/AL 등급을 위한 필수 학습서,20191202,외국어,15900,9,321,0,23,195,1
부동산 절세의 기술(투에이스의)(전면개정판),"양도세, 종합소득세, 매매사업자, 임대사업자까지 한 권으로 끝내는 세금 ?",20180515,경제/경영,18000,9.1,380,0,10,196,1
나의 영어 사춘기(리커버)(개정판),,20171222,외국어,13500,8.2,256,1,9,197,1
ETS TOEIC(토익) Test 공식종합서 LC,출제기관 독점 공개,20160506,외국어,19800,9.4,744,0,9,198,1
7년의 밤,정유정 장편소설,20160530,소설,14500,9.2,523,1,5,199,1
역사의 역사,History of Writing History,20180625,역사/문화,16000,9.2,340,1,6,1,1
죽고 싶지만 떡볶이는 먹고 싶어,백세희 에세이,20180620,시/에세이,13800,8.6,208,1,17,2,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,3,1
"곰돌이 푸, 행복한 일은 매일 있어",아직 행복을 기다리는 우리에게,20180312,시/에세이,12000,9.1,160,1,19,4,1
모든 순간이 너였다(리커버 솜사탕 에디션),"반짝반짝 빛나던 우리의 밤을, 꿈을, 사랑을 이야기하다",20180216,시/에세이,13800,8.7,272,1,10,5,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,6,1
행복해지는 연습을 해요,"덜 신경 쓰고, 더 사랑하는 법",20180620,시/에세이,14500,9.1,320,1,12,7,1
개인주의자 선언,판사 문유석의 일상유감,20150923,인문,13500,9.1,280,1,8,8,1
고양이. 1(양장본 HardCover),베르나르 베르베르 장편소설,20180612,소설,12800,8.8,240,1,6,9,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,10,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,11,1
어디서 살 것인가,우리가 살고 싶은 곳의 기준을 바꾸다,20180530,인문,16000,8.9,380,1,9,12,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,13,1
"곰돌이 푸, 서두르지 않아도 괜찮아",언제나 오늘이 처음인 우리에게,20180508,시/에세이,13800,9.3,216,0,19,14,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,15,1
한때 소중했던 것들(볕뉘 에디션),이기주 산문집,20180709,시/에세이,14000,9.1,244,1,10,16,1
설민석의 한국사 대모험. 7,"지덕체 편: 온달, 삼족오의 방울을 울려라!",20180716,어린이(초등),10500,8.8,204,1,15,17,1
하마터면 열심히 살 뻔했다,야매 득도 에세이,20180423,시/에세이,15000,8.9,288,1,14,18,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,19,1
굿 라이프(양장본 HardCover),내 삶을 바꾸는 심리학의 지혜,20180620,자기계발,17000,8.6,284,1,5,20,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,21,1
원피스. 89: Badend Musical,,20180730,만화,5000,8.2,212,0,23,22,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,23,1
내게 무해한 사람,최은영 소설,20190620,소설,13500,9.2,325,1,9,24,1
기획자의 습관,,20180508,자기계발,14800,8.9,300,0,7,25,1
마법천자문. 42: 오직 나만! 홀로 독,,20180626,어린이(초등),9800,9,150,0,22,26,1
머니(Money)(교보문고 단독 리커버),새로운 부의 법칙,20180524,경제/경영,17000,8.5,368,1,2,27,1
해커스 토익 기출 보카(TOEIC VOCA),최신 기출 토익 어휘수록·영단어 30일 완성,20180810,외국어,12900,9.5,567,0,12,28,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,29,1
해커스 토익 RC 리딩(Hackers TOEIC Reading)(개정판),본 교재 무료 동영상강의 제공 | 단어암기장(별책) & 단어암기 MP3 제공,20181224,외국어,18800,9.4,804,0,12,30,1
앨리스 죽이기,,20151221,소설,13500,8.9,364,1,7,31,1
3층 서기실의 암호,태영호 증언,20180515,정치/사회,20000,8.8,544,1,10,32,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,33,1
왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),,20130115,소설,12000,9.1,278,1,13,34,1
원칙(양장본 HardCover),,20180618,경제/경영,35000,8.8,712,1,2,35,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,36,1
추리 천재 엉덩이 탐정. 6: 수상한 탐정 사무소 사건(양장본 HardCover),,20180530,어린이(초등),12000,8.9,88,0,30,37,1
Go Go 카카오프렌즈. 3: 일본,세계 역사 문화 체험 학습만화,20180726,어린이(초등),12000,8.8,176,0,19,38,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,39,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,40,1
만만하게 보이지 않는 대화법,함부로 무시당하지 않는 말투는 따로 있다,20180314,자기계발,13800,8.4,224,1,15,41,1
앞으로 5년 미중전쟁 시나리오(양장본 HardCover),,20180622,경제/경영,25000,9.4,464,1,16,42,1
모두 거짓말을 한다,구글 트렌드로 밝혀낸 충격적인 인간의 욕망,20180617,경제/경영,18000,8.6,360,1,10,43,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,44,1
해커스 토익 LC 리스닝(Hackers TOEIC Listening)(개정판 7판),무료 실전문제 해설강의 | 단어암기장(별책) & 단어암기 MP3 제공,20190130,외국어,18800,9.5,626,0,13,45,1
"앨리스, 너만의 길을 그려봐",아직 세상에 참 서툰 우리에게,20180720,시/에세이,13800,9.3,216,1,15,46,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,47,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,48,1
경애의 마음,김금희 장편소설,20180615,소설,14000,9.2,356,0,6,49,1
여자들은 모르는 남자들의 심리,사랑이 서툰 너에게,20180713,시/에세이,13800,8.6,172,1,16,50,1
모스크바의 신사(양장본 HardCover),에이모 토울스 장편소설,20180622,소설,18000,9.2,723,1,8,51,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,52,1
대한민국 아파트 부의 지도,똑똑한 월급쟁이들의 돈 버는 부동산 투자 전략,20180629,경제/경영,16800,8.3,328,1,14,53,1
댄 애리얼리 부의 감각,,20180725,경제/경영,18000,8.8,444,1,12,54,1
지금 하지 않으면 언제 하겠는가,세계 최고 멘토들의 인생 수업,20180423,자기계발,15000,8.6,334,1,17,55,1
좀비고등학교 코믹스. 7,,20180615,어린이(초등),9800,8.8,160,0,13,56,1
나는 오늘도 경제적 자유를 꿈꾼다,"3년 만에 월세 1,000만 원 만든 투자 철칙",20180719,경제/경영,16800,8.6,356,1,18,57,1
강원국의 글쓰기,남과 다른 글은 어떻게 쓰는가,20180625,인문,16000,9.4,336,1,8,58,1
도시는 무엇으로 사는가,도시를 보는 열다섯 가지 인문적 시선,20150325,인문,15000,9.2,391,1,12,59,1
그녀 이름은(양장본 HardCover),조남주 소설,20180525,소설,14500,9,276,1,6,60,1
그리스인 조르바,알렉시스 조르바의 삶과 행적,20180525,소설,13000,9.2,587,1,8,61,1
"그해, 여름 손님(양장본 HardCover)",,20181224,소설,16800,8.9,315,0,9,62,1
한 권으로 정리하는 4차 산업혁명,,20180511,경제/경영,16800,8.5,367,1,18,63,1
신경 끄기의 기술,인생에서 가장 중요한 것만 남기는 힘,20171027,자기계발,15000,8.7,236,1,9,64,1
시간을 멈추는 법(양장본 HardCover),,20180604,소설,15800,9.2,504,1,9,65,1
유튜브의 신,1인 크리에이터들의 롤모델,20180510,자기계발,14000,9,272,1,6,66,1
연애의 행방,,20180131,소설,13800,8.9,312,1,6,67,1
27년 동안 영어 공부에 실패했던 39세 김과장은 어떻게 3개월 만에 영어 천재가 됐을까,90일의 독한 훈련이 만드는 기적 같은 변화,20180524,자기계발,14000,8.6,268,1,49,68,1
보노보노처럼 살다니 다행이야(윈터 에디션),,20170406,시/에세이,16000,9.2,320,0,15,69,1
"나, 있는 그대로 참 좋다(몽글몽글 에디션)",자신이 얼마나 아름다운지 모르는 나에게 필요한 마음 주문,20170922,시/에세이,13800,9,264,1,14,70,1
플랜트 패러독스,우리가 건강해지려고 먹는 '식물들'의 치명적인 역습,20180621,건강,18000,7.9,392,1,8,71,1
바깥은 여름,김애란 소설,20170628,소설,13000,9.2,272,1,6,72,1
최강의 육아,0~5세까지 IQ가 높아지고 몸과 마음이 튼튼해지는 절대 원칙 55,20180607,가정/육아,15000,8.1,310,0,6,73,1
브레이크 다운,B. A. 패리스 장편소설,20180612,소설,14000,9.4,404,1,7,74,1
반딧불이(양장본 HardCover),무라카미 하루키 소설,20140828,소설,12000,8.8,220,0,4,75,1
ETS TOEIC(토익) Test 공식종합서 LC,출제기관 독점 공개,20160506,외국어,19800,9.4,744,0,9,76,1
"달려라, 달리!(양장본 HardCover)",세상에서 가장 사랑스러운 강아지의 심쿵 라이프,20180716,시/에세이,14000,9.7,216,1,8,77,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,78,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,79,1
해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판),본 교재 무료 동영상강의 + 온라인 신토익 모의고사,20190116,외국어,14900,9.4,582,0,13,80,1
ETS TOEIC(토익) Test 공식종합서 RC,출제기관 독점 공개,20160506,외국어,19800,9.4,752,1,9,81,1
용의자 X의 헌신(양장본 HardCover),,20170830,소설,16800,9.6,448,0,9,82,1
나는 매일 책을 읽기로 했다,서른 살 고시 5수생을 10만 부 베스트셀러 작가로 만든 기적의 습관!,20180629,자기계발,13000,9.2,240,1,15,83,1
국가란 무엇인가(개정신판),,20170123,인문,15000,9.4,334,1,8,84,1
주식투자 무작정 따라하기(개정판),70만 왕초보가 감동했다! 완벽한 투자 입문서!,20170102,경제/경영,16500,8.5,400,0,13,85,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,86,1
착! 붙는 일본어 독학 첫걸음(CD1장포함),하루 한 시간 한 달 완성,20151015,외국어,14000,9.5,248,0,16,87,1
참을 수 없는 존재의 가벼움(양장본 HardCover),,20180620,소설,15000,9.3,520,0,15,88,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,89,1
선 긋기의 기술,,20180622,자기계발,14800,9.4,280,1,8,90,1
보노보노의 인생상담(윈터 에디션),,20180320,시/에세이,16000,9.2,320,1,10,91,1
졸업선물,성공이 아닌 성장을 위한 이야기,20160129,시/에세이,13800,9.3,344,1,4,92,1
파리의 아파트,,20171205,소설,14500,9.1,408,1,7,93,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,94,1
어벤져스 인피니티 워 캐릭터도감,,20180420,어린이(초등),9500,9.2,92,0,17,95,1
